TIME_PERIOD,DWA_GRP,UNIT_MEASURE,BW,FW,DEP,HW,HW_NET,TW,DEBT,TW_NET
2017-04-01,D09,EUR_R_NH,18.55,87.77000000000001,94.27,351.07,310.25,551.66,-50.49,501.16999999999996
2017-07-01,D09,EUR_R_NH,18.509999999999998,87.58,94.88,354.69,313.87,555.66,-51.03,504.63
2017-10-01,D09,EUR_R_NH,18.7,87.11000000000001,96.46,358.38,317.76,560.65,-50.87,509.78
2018-01-01,D09,EUR_R_NH,18.11,86.18,96.72,360.44,320.78,561.45,-49.23,512.22
2018-04-01,D09,EUR_R_NH,17.72,86.15,98.08,364.52,324.96999999999997,566.47,-48.54,517.9300000000001
2018-07-01,D09,EUR_R_NH,17.8,85.72,98.99,369.63,329.53,572.14,-49.230000000000004,522.91
2018-10-01,D09,EUR_R_NH,17.38,83.07,100.09,372.04,331.67,572.58,-49.3,523.2800000000001
2019-01-01,D09,EUR_R_NH,16.88,86.64,101,374.03,333.42999999999995,578.55,-49.53,529.02
2019-04-01,D09,EUR_R_NH,16.63,89.17,101.61,382.25,340.98,589.66,-50.34,539.3199999999999
2019-07-01,D09,EUR_R_NH,17.130000000000003,91.52,101.89,386.37,344.9,596.91,-50.5,546.4100000000001
2019-10-01,D09,EUR_R_NH,17.71,90.1,103.41,393.2,351.41999999999996,604.42,-50.92,553.5
2020-01-01,D09,EUR_R_NH,16.299999999999997,84.51,103.3,394.8,352.37,598.91,-50.86,548.0500000000001
2020-04-01,D09,EUR_R_NH,16.22,88.66,106.31,396.84,354.53999999999996,608.03,-50.919999999999995,557.11
2020-07-01,D09,EUR_R_NH,15.82,89.79,106.89,403.69,360.61,616.19,-51.519999999999996,564.6700000000001
2020-10-01,D09,EUR_R_NH,16.159999999999997,94.19999999999999,109.26,409.48,365.46000000000004,629.1,-53.010000000000005,576.09
2021-01-01,D09,EUR_R_NH,16.28,94.95,110.73,410.74,367.12,632.7,-52.66,580.0400000000001
2021-04-01,D09,EUR_R_NH,17.14,99.21,112.89,417.08,372.51,646.3199999999999,-52.99,593.3299999999999
2021-07-01,D09,EUR_R_NH,16.259999999999998,99.67,111.93,430.89,383.65999999999997,658.75,-54.669999999999995,604.08
2021-10-01,D09,EUR_R_NH,16.4,102.72999999999999,113.03,441.58,393.46999999999997,673.74,-55.91,617.83
2022-01-01,D09,EUR_R_NH,18.240000000000002,99.2,111.92,458.17,409.07,687.53,-58.02,629.51
2022-04-01,D09,EUR_R_NH,18.42,89.75,110.63,483.13,433.15999999999997,701.93,-58.78,643.1500000000001
2022-07-01,D09,EUR_R_NH,18.82,85.35,110.71,499.03,448.53999999999996,713.91,-59.38,654.53
2022-10-01,D09,EUR_R_NH,18.55,87.86000000000001,112.09,498.63,447.84,717.13,-59.14,657.99
2023-01-01,D09,EUR_R_NH,18.25,90.24000000000001,111.5,502.01,450.91999999999996,722,-59.150000000000006,662.85
2023-04-01,D09,EUR_R_NH,18.380000000000003,91.63,111.98,510.02,458.53,732.01,-60,672.01
2023-07-01,D09,EUR_R_NH,18.79,89.75999999999999,112.51,514.06,462.60999999999996,735.1199999999999,-59.96,675.1599999999999
2023-10-01,D09,EUR_R_NH,18.77,94.99000000000001,116.51,518.08,466.01000000000005,748.35,-61.09,687.26
2024-01-01,D09,EUR_R_NH,19.21,97.9,118.26,517.63,466.15999999999997,753,-60.79,692.21
2024-04-01,D09,EUR_R_NH,19.23,100.72,120.74,521.38,469.53,762.07,-61.43,700.64
2024-07-01,D09,EUR_R_NH,18.79,104.56,123.37,522.88,470.51,769.6,-62.28,707.32
2011-01-01,D09,EUR_R_POP,6.64,28.400000000000002,33.73,113.31,98.26,182.07999999999998,-22.560000000000002,159.51999999999998
2011-04-01,D09,EUR_R_POP,6.45,28.509999999999998,34.33,114.01,98.96000000000001,183.3,-22.330000000000002,160.97
2011-07-01,D09,EUR_R_POP,6.26,27.599999999999998,35.13,114.28,99.64,183.26999999999998,-21.68,161.59
2011-10-01,D09,EUR_R_POP,6.140000000000001,27.849999999999998,35.99,115.22,100.19,185.2,-21.82,163.38
2012-01-01,D09,EUR_R_POP,5.57,28.6,36.91,116.61,101.52,187.69,-21.33,166.36
2012-04-01,D09,EUR_R_POP,5.29,28.48,37.76,117.64,102.63,189.17,-21.17,168
2012-07-01,D09,EUR_R_POP,5.279999999999999,29.15,38.69,119,103.69,192.12,-21.44,170.68
2012-10-01,D09,EUR_R_POP,5.13,29.31,39.96,120.56,104.95,194.96,-21.48,173.48000000000002
2013-01-01,D09,EUR_R_POP,5.05,30.080000000000002,40.67,122.06,106.13,197.86,-21.61,176.25
2013-04-01,D09,EUR_R_POP,5.0200000000000005,30.41,41.54,124.16,107.86,201.13,-21.830000000000002,179.29999999999998
2013-07-01,D09,EUR_R_POP,4.87,31.06,42.43,126.11,109.61,204.47,-21.85,182.62
2013-10-01,D09,EUR_R_POP,4.74,31.86,43.56,126.98,110.25,207.14000000000001,-21.89,185.25
2014-01-01,D09,EUR_R_POP,4.58,32.45,44.41,128.5,111.83,209.94,-21.700000000000003,188.24
2014-04-01,D09,EUR_R_POP,4.39,32.83,44.79,131.29,114.28999999999999,213.29999999999998,-21.69,191.60999999999999
2014-07-01,D09,EUR_R_POP,4.1899999999999995,33.09,45.42,133.13,115.88,215.82999999999998,-21.81,194.01999999999998
2014-10-01,D09,EUR_R_POP,4.51,33.53,46.06,133.84,116.88,217.94,-21.490000000000002,196.45
2015-01-01,D09,EUR_R_POP,4.8,34.53,46.48,135.27,118.55000000000001,221.08,-21.299999999999997,199.78000000000003
2015-04-01,D09,EUR_R_POP,5.140000000000001,34.11,46.62,137.36,120.52000000000001,223.23000000000002,-21.4,201.83
2015-07-01,D09,EUR_R_POP,5.55,33.9,45.67,138.38,121.44999999999999,223.5,-21.53,201.97
2015-10-01,D09,EUR_R_POP,5.91,34.54,45.74,140.79,123.82999999999998,226.98000000000002,-21.580000000000002,205.39999999999998
2016-01-01,D09,EUR_R_POP,6.2700000000000005,35.23,44.4,143.4,126.32000000000001,229.3,-21.7,207.60000000000002
2016-04-01,D09,EUR_R_POP,6.38,35.8,44.03,146.76,129.63,232.97,-21.65,211.32
2016-07-01,D09,EUR_R_POP,6.29,36.65,43.35,149.08,131.84,235.37,-21.54,213.83
2016-10-01,D09,EUR_R_POP,7.21,37.120000000000005,43.38,151.36,133.88000000000002,239.07000000000002,-22.04,217.03000000000003
2017-01-01,D09,EUR_R_POP,7.550000000000001,38.17,42.88,153.89,136.02999999999997,242.48999999999998,-22.16,220.32999999999998
2017-04-01,D09,EUR_R_POP,8.33,39.42,42.34,157.69,139.36,247.78,-22.669999999999998,225.11
2017-07-01,D09,EUR_R_POP,8.36,39.54,42.83,160.1,141.67,250.82999999999998,-23.04,227.79
2017-10-01,D09,EUR_R_POP,8.47,39.480000000000004,43.71,162.4,143.99,254.06000000000003,-23.060000000000002,231
2018-01-01,D09,EUR_R_POP,8.23,39.13,43.92,163.68,145.67000000000002,254.96000000000004,-22.36,232.60000000000002
2018-04-01,D09,EUR_R_POP,8.09,39.29,44.73,166.26,148.22,258.37,-22.14,236.23000000000002
2018-07-01,D09,EUR_R_POP,8.16,39.26,45.34,169.3,150.93,262.06000000000006,-22.55,239.51
2018-10-01,D09,EUR_R_POP,8.03,38.339999999999996,46.19,171.71,153.08,264.27,-22.759999999999998,241.51
2019-01-01,D09,EUR_R_POP,7.82,40.11,46.76,173.17,154.36999999999998,267.86,-22.94,244.92000000000002
2019-04-01,D09,EUR_R_POP,7.74,41.480000000000004,47.26,177.79,158.59,274.27,-23.419999999999998,250.85
2019-07-01,D09,EUR_R_POP,7.99,42.69,47.52,180.2,160.85999999999999,278.4,-23.55,254.84999999999997
2019-10-01,D09,EUR_R_POP,8.309999999999999,42.25,48.5,184.39,164.79,283.45,-23.89,259.56
2020-01-01,D09,EUR_R_POP,7.640000000000001,39.55,48.35,184.77,164.91000000000003,280.31,-23.81,256.5
2020-04-01,D09,EUR_R_POP,7.65,41.76,50.08,186.94,167.01,286.43,-23.99,262.44
2020-07-01,D09,EUR_R_POP,7.48,42.44,50.51,190.78,170.42000000000002,291.21,-24.35,266.86
2020-10-01,D09,EUR_R_POP,7.65,44.55,51.68,193.68,172.86,297.56,-25.07,272.49
2021-01-01,D09,EUR_R_POP,7.7299999999999995,45.019999999999996,52.51,194.79,174.10999999999999,300.05,-24.97,275.0799999999999
2021-04-01,D09,EUR_R_POP,8.12,47,53.49,197.63,176.51,306.24,-25.1,281.14
2021-07-01,D09,EUR_R_POP,7.67,47.07,52.88,203.56,181.25,311.18,-25.82,285.36
2021-10-01,D09,EUR_R_POP,7.779999999999999,48.72,53.64,209.58,186.74,319.72,-26.54,293.18
2022-01-01,D09,EUR_R_POP,8.65,46.989999999999995,53.02,217.1,193.84,325.76,-27.490000000000002,298.27
2022-04-01,D09,EUR_R_POP,8.719999999999999,42.41,52.27,228.3,204.69,331.7,-27.78,303.9200000000001
2022-07-01,D09,EUR_R_POP,8.96,40.599999999999994,52.67,237.42,213.39999999999998,339.65,-28.25,311.4
2022-10-01,D09,EUR_R_POP,8.81,41.7,53.19,236.61,212.51000000000002,340.31,-28.060000000000002,312.25
2023-01-01,D09,EUR_R_POP,8.64,42.72,52.79,237.7,213.51,341.85,-28.01,313.84000000000003
2023-04-01,D09,EUR_R_POP,8.71,43.39,53.02,241.51,217.13,346.63,-28.41,318.21999999999997
2023-07-01,D09,EUR_R_POP,8.89,42.49,53.26,243.32,218.97,347.96,-28.380000000000003,319.58
2023-10-01,D09,EUR_R_POP,8.92,45.09,55.29,245.86,221.15,355.16,-28.990000000000002,326.17
2024-01-01,D09,EUR_R_POP,9.12,46.45,56.11,245.6,221.18,357.28000000000003,-28.840000000000003,328.43999999999994
2024-04-01,D09,EUR_R_POP,9.11,47.67,57.15,246.81,222.27,360.74,-29.08,331.66
2024-07-01,D09,EUR_R_POP,8.92,49.620000000000005,58.53,248.12,223.27,365.19000000000005,-29.560000000000002,335.63
2011-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2011-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2017-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2022-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2023-10-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-01,B50,PT,NA,NA,NA,NA,NA,NA,NA,NA
