TIME_PERIOD,GINI,THEIL,ASSET,COUNTRY
2014-07-01,0.6656030730273044,0.8595275466974905,NWA,FI
2014-10-01,0.6670404576183848,0.864240152124013,NWA,FI
2015-01-01,0.66917990410271,0.8713843412811975,NWA,FI
2015-04-01,0.6686541802947447,0.8690733929208811,NWA,FI
2015-07-01,0.6684744975934271,0.8675977318394797,NWA,FI
2015-10-01,0.6705567855866015,0.8742763537130422,NWA,FI
2016-01-01,0.6712844822824324,0.8769392439550686,NWA,FI
2016-04-01,0.6712964826708144,0.876553158821244,NWA,FI
2016-07-01,0.6724086330191663,0.879810937262226,NWA,FI
2016-10-01,0.6745903658379236,0.8869246227948869,NWA,FI
2017-01-01,0.6758369768647432,0.8912730012859774,NWA,FI
2017-04-01,0.6763434365807992,0.8931755833764812,NWA,FI
2017-07-01,0.67785709813248185,0.8972699240804303,NWA,FI
2017-10-01,0.6796013798635794,0.9029046078799754,NWA,FI
2018-01-01,0.6798994949299789,0.9040035075399375,NWA,FI
2018-04-01,0.6799677966305867,0.9044120539940255,NWA,FI
2018-07-01,0.6820218020849399,0.9112420730620249,NWA,FI
2018-10-01,0.6813125740060921,0.9082797941947142,NWA,FI
2019-01-01,0.6833301002427343,0.915809395286644,NWA,FI
2019-04-01,0.6835954388296043,0.9170253725322967,NWA,FI
2019-07-01,0.6854590103655314,0.9230439140275107,NWA,FI
2019-10-01,0.6872784384228406,0.9298093172946307,NWA,FI
2020-01-01,0.6848728041785721,0.9203861665214442,NWA,FI
2020-04-01,0.6849776867326434,0.9215108653299998,NWA,FI
2020-07-01,0.6848951107291317,0.9209533397228753,NWA,FI
2020-10-01,0.6857562272589102,0.9245916508781549,NWA,FI
2021-01-01,0.6857489246331236,0.9257126989761296,NWA,FI
2021-04-01,0.6854819703708703,0.9253990318026956,NWA,FI
2021-07-01,0.686051645318942,0.9272522511478041,NWA,FI
2021-10-01,0.68683349190517,0.9294173879281655,NWA,FI
2022-01-01,0.6820864605333454,0.9127207050310496,NWA,FI
2022-04-01,0.6779856526076237,0.8987439815294481,NWA,FI
2022-07-01,0.6770370378513222,0.8953806644683755,NWA,FI
2022-10-01,0.6778766241708579,0.898296224246188,NWA,FI
2023-01-01,0.6777803579345283,0.8986285324461551,NWA,FI
2023-04-01,0.6754138338331985,0.8912027192259832,NWA,FI
2023-07-01,0.6768781675787391,0.8964474434580197,NWA,FI
2023-10-01,0.6769849000713788,0.8973538019335062,NWA,FI
2024-01-01,0.6782846599649599,0.9017551341984181,NWA,FI
2024-04-01,0.6786249770364272,0.90322100056031,NWA,FI
2024-07-01,0.6799245700054073,0.9078139281251267,NWA,FI
2009-10-01,0.6477880909849836,0.7906263702114538,NWA,FR
2010-01-01,0.6480110877441729,0.7917625976649397,NWA,FR
2010-04-01,0.6465878004703254,0.7874582656838272,NWA,FR
2010-07-01,0.6461896058090928,0.7868660148538802,NWA,FR
2010-10-01,0.6466644739710847,0.7881735746374471,NWA,FR
2011-01-01,0.6473388340442001,0.7906516255930373,NWA,FR
2011-04-01,0.6468684663166279,0.789390250847474,NWA,FR
2011-07-01,0.6435391121974616,0.7790514916998047,NWA,FR
2011-10-01,0.6448749267742271,0.783155954830725,NWA,FR
2012-01-01,0.6465357187611828,0.7887381851860638,NWA,FR
2012-04-01,0.6457557351992896,0.7865452700129677,NWA,FR
2012-07-01,0.6455337135159245,0.78647724508155,NWA,FR
2012-10-01,0.647430340459561,0.7925236235321221,NWA,FR
2013-01-01,0.6483911443035033,0.7957649918762696,NWA,FR
2013-04-01,0.6476158344567143,0.7936439774339258,NWA,FR
2013-07-01,0.6479410723535599,0.7951912030258701,NWA,FR
2013-10-01,0.6488058689055167,0.7981020872051785,NWA,FR
2014-01-01,0.6512127043848617,0.8062432835909221,NWA,FR
2014-04-01,0.651327668615872,0.806947741703062,NWA,FR
2014-07-01,0.6502170175277682,0.8039323227679095,NWA,FR
2014-10-01,0.6515861275283099,0.8082869995556564,NWA,FR
2015-01-01,0.654662939443687,0.8179714441782113,NWA,FR
2015-04-01,0.6542480804577451,0.8160542798654125,NWA,FR
2015-07-01,0.6527674007901407,0.81057849109710145,NWA,FR
2015-10-01,0.65465235903437,0.8161276052167296,NWA,FR
2016-01-01,0.6541326965932638,0.8140470492585171,NWA,FR
2016-04-01,0.6538664163525941,0.8125534889145876,NWA,FR
2016-07-01,0.6537201947667919,0.8118153698246582,NWA,FR
2016-10-01,0.658009619101837,0.8252667721053633,NWA,FR
2017-01-01,0.6587241852031653,0.82732974876235,NWA,FR
2017-04-01,0.6593036317177334,0.8288553407910191,NWA,FR
2017-07-01,0.6587558293776201,0.8266652579196099,NWA,FR
2017-10-01,0.6603012793682372,0.8312592215663697,NWA,FR
2018-01-01,0.6601050850453868,0.8300650389648218,NWA,FR
2018-04-01,0.6606920225312208,0.832022499097152,NWA,FR
2018-07-01,0.6601922687787773,0.8307233537322504,NWA,FR
2018-10-01,0.6596410878575948,0.8282947442550637,NWA,FR
2019-01-01,0.6617279388162614,0.8357637987358709,NWA,FR
2019-04-01,0.6630984094754824,0.8403990953150887,NWA,FR
2019-07-01,0.6635738429412614,0.8419879788400912,NWA,FR
2019-10-01,0.6648306016175629,0.845998747206193,NWA,FR
2020-01-01,0.6603389533769001,0.8309614435448806,NWA,FR
2020-04-01,0.661745284141001,0.836372132944472,NWA,FR
2020-07-01,0.6615595278660654,0.8361536032463965,NWA,FR
2020-10-01,0.6639993330430534,0.8445065786527384,NWA,FR
2021-01-01,0.6645525603384631,0.8468232392143011,NWA,FR
2021-04-01,0.6651998430489499,0.8492659060850795,NWA,FR
2021-07-01,0.6638424415278561,0.8448723487178628,NWA,FR
2021-10-01,0.6655153022574223,0.8507111311718841,NWA,FR
2022-01-01,0.6632308237743662,0.842711147941905,NWA,FR
2022-04-01,0.6602505404682846,0.8321959585598457,NWA,FR
2022-07-01,0.658579323259509,0.8265499136141905,NWA,FR
2022-10-01,0.6610939480641354,0.83465695751971,NWA,FR
2023-01-01,0.6634383781343473,0.8428368940425369,NWA,FR
2023-04-01,0.6644945965301842,0.8461686487487909,NWA,FR
2023-07-01,0.6632093421260401,0.8418201248791345,NWA,FR
2023-10-01,0.6670031601481221,0.8542709898412482,NWA,FR
2024-01-01,0.669184162261621,0.8616602118889213,NWA,FR
2024-04-01,0.6677603941249481,0.8566204242146399,NWA,FR
2024-07-01,0.6676647182263205,0.8568729595632399,NWA,FR
2009-07-01,0.5463689379477988,0.5472385835412468,NWA,GR
2009-10-01,0.5438716421771328,0.5403928930687691,NWA,GR
2010-01-01,0.543879473549799,0.5398253742224487,NWA,GR
2010-04-01,0.5493167824886873,0.5484982661789107,NWA,GR
2010-07-01,0.5520121205966085,0.5546582093663162,NWA,GR
2010-10-01,0.5499455987786268,0.5491749946160669,NWA,GR
2011-01-01,0.5500401968262445,0.5491585005148031,NWA,GR
2011-04-01,0.5504328182235148,0.5492365014078006,NWA,GR
2011-07-01,0.5501176973509732,0.5478364510401332,NWA,GR
2011-10-01,0.5505524472098354,0.5477688198388654,NWA,GR
2012-01-01,0.5531253391637012,0.5539671519104035,NWA,GR
2012-04-01,0.5545863060422008,0.5569230709221313,NWA,GR
2012-07-01,0.5544814251688963,0.5572832760360402,NWA,GR
2012-10-01,0.5543407074370317,0.5572336260574815,NWA,GR
2013-01-01,0.5521506117752211,0.5518584304435679,NWA,GR
2013-04-01,0.5539684016590107,0.5562686353458033,NWA,GR
2013-07-01,0.556140616305339,0.5616528512981265,NWA,GR
2013-10-01,0.5574516526307924,0.5652323587649182,NWA,GR
2014-01-01,0.5615788185290511,0.574769994738412,NWA,GR
2014-04-01,0.5601023125782421,0.5720447134003966,NWA,GR
2014-07-01,0.5582773907906131,0.5671410968638477,NWA,GR
2014-10-01,0.5581298095898823,0.566554976712825,NWA,GR
2015-01-01,0.5641961414981912,0.581022611827907,NWA,GR
2015-04-01,0.5675477672528152,0.5882803483554211,NWA,GR
2015-07-01,0.5685336280490305,0.5904720910606676,NWA,GR
2015-10-01,0.5685104890993073,0.5903364325230713,NWA,GR
2016-01-01,0.567664792170611,0.5880278372477586,NWA,GR
2016-04-01,0.5684120684475786,0.589738303129238,NWA,GR
2016-07-01,0.5703811392398714,0.59490226031116,NWA,GR
2016-10-01,0.5708358199414021,0.5963006050440907,NWA,GR
2017-01-01,0.5716107408718607,0.5984352247684717,NWA,GR
2017-04-01,0.5733110100040815,0.6034136808978818,NWA,GR
2017-07-01,0.5730531825046963,0.6030264965977703,NWA,GR
2017-10-01,0.5734999316564473,0.6046588174073856,NWA,GR
2018-01-01,0.5740664395803663,0.6058291542770667,NWA,GR
2018-04-01,0.5735892791563083,0.6042646632069123,NWA,GR
2018-07-01,0.5719815080609025,0.6003458479629346,NWA,GR
2018-10-01,0.5688059247823669,0.5926547841233625,NWA,GR
2019-01-01,0.5682463550132246,0.5919269373061349,NWA,GR
2019-04-01,0.567321293867245,0.5909777323415925,NWA,GR
2019-07-01,0.5665555118307365,0.589127739624834,NWA,GR
2019-10-01,0.566397641575273,0.5893811592029093,NWA,GR
2020-01-01,0.5588187509840037,0.5703943718724178,NWA,GR
2020-04-01,0.5589945976494456,0.5718097596286731,NWA,GR
2020-07-01,0.5576744997393841,0.5689825503525907,NWA,GR
2020-10-01,0.5595738662510095,0.5748145840563185,NWA,GR
2021-01-01,0.5594249804795991,0.5754944933791561,NWA,GR
2021-04-01,0.5604973459534301,0.5776668827343633,NWA,GR
2021-07-01,0.5585268434668971,0.573643899549952,NWA,GR
2021-10-01,0.557933846311849,0.5722896502503363,NWA,GR
2022-01-01,0.5565249034251882,0.5684371723461416,NWA,GR
2022-04-01,0.5520984251803174,0.5583489225862828,NWA,GR
2022-07-01,0.5494482443561995,0.5526720504552376,NWA,GR
2022-10-01,0.5489175562872497,0.5530205303047715,NWA,GR
2023-01-01,0.5478201169623147,0.5510857605820478,NWA,GR
2023-04-01,0.5496574845893436,0.5561373035886229,NWA,GR
2023-07-01,0.548035580905617,0.5525465880470146,NWA,GR
2023-10-01,0.549445863827334,0.5558639579631212,NWA,GR
2024-01-01,0.5509774304004023,0.5601136097951348,NWA,GR
2024-04-01,0.5505734120861295,0.5594518849032594,NWA,GR
2024-07-01,0.5511451828756496,0.560541481202219,NWA,GR
2017-04-01,0.653171843088536,0.8637102766263524,NWA,HR
2017-07-01,0.65443776922296,0.86823712544033,NWA,HR
2017-10-01,0.6546799676386007,0.8698006644418759,NWA,HR
2018-01-01,0.6554583591153293,0.8714039389933282,NWA,HR
2018-04-01,0.6574375352944946,0.8798884606552336,NWA,HR
2018-07-01,0.6577218938752765,0.8816359872311662,NWA,HR
2018-10-01,0.6589708134229879,0.8856860070290468,NWA,HR
2019-01-01,0.6600126195984513,0.8879397155183614,NWA,HR
2019-04-01,0.6622630833416708,0.8963044021668516,NWA,HR
2019-07-01,0.6650063179682338,0.9067797191551795,NWA,HR
2019-10-01,0.6669335721818297,0.9120762775255833,NWA,HR
2020-01-01,0.6649004905054761,0.9052500422771198,NWA,HR
2020-04-01,0.6668326976714012,0.9127017041838128,NWA,HR
2020-07-01,0.6682644872273573,0.9115513472055875,NWA,HR
2020-10-01,0.6723568644100921,0.9285823543427918,NWA,HR
2021-01-01,0.6742271986397724,0.9411407364951907,NWA,HR
2021-04-01,0.6731050997864176,0.9307354570163402,NWA,HR
2021-07-01,0.6759147234648959,0.9441424745202274,NWA,HR
2021-10-01,0.6755159869255951,0.941592249272048,NWA,HR
2022-01-01,0.6746307910213233,0.9408497575957667,NWA,HR
2022-04-01,0.674993096577922,0.9452087868380873,NWA,HR
2022-07-01,0.6749148804542798,0.9447663576002995,NWA,HR
2022-10-01,0.6738465007477288,0.9379877265761768,NWA,HR
2023-01-01,0.6763919108530743,0.94923882990831,NWA,HR
2023-04-01,0.6770560025816463,0.9506917329301333,NWA,HR
