REF_AREA,TIME_PERIOD,HP_R_N
HR,2011-01-01,96.8887
HR,2011-04-01,97.4758
HR,2011-07-01,98.8019
HR,2011-10-01,98.5584
HR,2012-01-01,97.7583
HR,2012-04-01,93.7106
HR,2012-07-01,93.0285
HR,2012-10-01,88.6776
HR,2013-01-01,88.329
HR,2013-04-01,87.1924
HR,2013-07-01,87.9607
HR,2013-10-01,86.9318
HR,2014-01-01,86.5743
HR,2014-04-01,86.8691
HR,2014-07-01,86.4571
HR,2014-10-01,85.6448
HR,2015-01-01,85.4293
HR,2015-04-01,82.9357
HR,2015-07-01,84.3871
HR,2015-10-01,84.5563
HR,2016-01-01,86.6135
HR,2016-04-01,85.4096
HR,2016-07-01,86.6991
HR,2016-10-01,85.4041
HR,2017-01-01,85.4316
HR,2017-04-01,88.1218
HR,2017-07-01,89.0473
HR,2017-10-01,90.7124
HR,2018-01-01,91.7378
HR,2018-04-01,90.3656
HR,2018-07-01,93.3955
HR,2018-10-01,93.7155
HR,2019-01-01,98.0612
HR,2019-04-01,98.9961
HR,2019-07-01,100.075
HR,2019-10-01,102.1941
HR,2020-01-01,105.5565
HR,2020-04-01,107.5188
HR,2020-07-01,107.1042
HR,2020-10-01,109.1748
HR,2021-01-01,109.9813
HR,2021-04-01,112.0988
HR,2021-07-01,113.24
HR,2021-10-01,113.6753
HR,2022-01-01,117.2538
HR,2022-04-01,114.9515
HR,2022-07-01,115.6313
HR,2022-10-01,117.733
HR,2023-01-01,119.5665
HR,2023-04-01,120.9647
HR,2023-07-01,119.5504
HR,2023-10-01,122.7299
HR,2024-01-01,125.329
HR,2024-04-01,128.9347
HR,2024-07-01,131.7649
HR,2024-10-01,131.4224
HU,2000-01-01,82.1241
HU,2000-04-01,88.8316
HU,2000-07-01,92.2015
HU,2000-10-01,91.1393
HU,2001-01-01,93.3512
HU,2001-04-01,94.9606
HU,2001-07-01,99.0393
HU,2001-10-01,101.2241
HU,2002-01-01,101.0969
HU,2002-04-01,104.9496
HU,2002-07-01,109.5736
HU,2002-10-01,109.5191
HU,2003-01-01,116.1906
HU,2003-04-01,120.9302
HU,2003-07-01,123.0054
HU,2003-10-01,126.8422
HU,2004-01-01,119.5205
HU,2004-04-01,122.4251
HU,2004-07-01,125.4482
HU,2004-10-01,123.0764
HU,2005-01-01,120.7547
HU,2005-04-01,121.4988
HU,2005-07-01,123.6852
HU,2005-10-01,122.3663
HU,2006-01-01,123.2488
HU,2006-04-01,122.5229
HU,2006-07-01,123.9562
HU,2006-10-01,121.7149
HU,2007-01-01,120.2196
HU,2007-04-01,120.7286
HU,2007-07-01,124.7018
HU,2007-10-01,123.5352
HU,2008-01-01,119.0797
HU,2008-04-01,118.4445
HU,2008-07-01,118.5797
HU,2008-10-01,116.4921
HU,2009-01-01,114.5563
HU,2009-04-01,108.3564
HU,2009-07-01,104.9886
HU,2009-10-01,102.0464
HU,2010-01-01,102.6162
HU,2010-04-01,100.3191
HU,2010-07-01,99.7525
HU,2010-10-01,97.3738
HU,2011-01-01,95.3703
HU,2011-04-01,93.1647
HU,2011-07-01,92.3521
HU,2011-10-01,90.8245
HU,2012-01-01,88.8187
HU,2012-04-01,84.5113
HU,2012-07-01,83.7142
HU,2012-10-01,81.7287
HU,2013-01-01,81.2453
HU,2013-04-01,81.1249
HU,2013-07-01,81.4416
HU,2013-10-01,80.5554
HU,2014-01-01,81.9807
HU,2014-04-01,83.5557
HU,2014-07-01,85.2208
HU,2014-10-01,87.9572
HU,2015-01-01,90.4769
HU,2015-04-01,94.0054
HU,2015-07-01,98.4927
HU,2015-10-01,100.3886
HU,2016-01-01,105.398
HU,2016-04-01,106.6991
HU,2016-07-01,109.9867
HU,2016-10-01,110.8267
HU,2017-01-01,114.7862
HU,2017-04-01,117.1602
HU,2017-07-01,120.5118
HU,2017-10-01,122.2486
HU,2018-01-01,127.6353
HU,2018-04-01,129.5149
HU,2018-07-01,133.8199
HU,2018-10-01,136.6918
HU,2019-01-01,147.2772
HU,2019-04-01,149.3897
HU,2019-07-01,151.4379
HU,2019-10-01,149.1813
HU,2020-01-01,152.906
HU,2020-04-01,149.5233
HU,2020-07-01,153.1086
HU,2020-10-01,151.1723
HU,2021-01-01,162.5724
HU,2021-04-01,166.1408
HU,2021-07-01,170.1469
HU,2021-10-01,173.3456
HU,2022-01-01,185.0115
HU,2022-04-01,187.5193
HU,2022-07-01,181.3082
HU,2022-10-01,165.5063
HU,2023-01-01,164.2588
HU,2023-04-01,163.7433
HU,2023-07-01,162.9251
HU,2023-10-01,165.3738
HU,2024-01-01,177.3863
HU,2024-04-01,178.1427
HU,2024-07-01,178.1577
HU,2024-10-01,179.9845
IE,2000-01-01,94.4402
IE,2000-04-01,94.0444
IE,2000-07-01,97.1163
IE,2000-10-01,101.8005
IE,2001-01-01,102.1021
IE,2001-04-01,100.0197
IE,2001-07-01,97.9905
IE,2001-10-01,98.4384
IE,2002-01-01,101.1134
IE,2002-04-01,100.2949
IE,2002-07-01,104.646
IE,2002-10-01,107.2653
IE,2003-01-01,108.5369
IE,2003-04-01,109.2378
IE,2003-07-01,114.7643
IE,2003-10-01,119.5828
IE,2004-01-01,118.8865
IE,2004-04-01,118.7709
IE,2004-07-01,123.7408
IE,2004-10-01,129.4947
IE,2005-01-01,129.4076
IE,2005-04-01,130.5175
IE,2005-07-01,134.5563
IE,2005-10-01,139.553
IE,2006-01-01,141.4299
IE,2006-04-01,144.2885
IE,2006-07-01,151.1954
IE,2006-10-01,153.2263
IE,2007-01-01,154.2658
IE,2007-04-01,152.0162
IE,2007-07-01,150.4141
IE,2007-10-01,148.1913
IE,2008-01-01,143.7729
IE,2008-04-01,137.3826
IE,2008-07-01,132.7429
IE,2008-10-01,127.0827
IE,2009-01-01,121.8488
IE,2009-04-01,115.0386
IE,2009-07-01,111.362
IE,2009-10-01,109.3189
IE,2010-01-01,106.1944
IE,2010-04-01,101.7903
IE,2010-07-01,98.2848
IE,2010-10-01,93.8299
IE,2011-01-01,88.8998
IE,2011-04-01,83.1614
IE,2011-07-01,78.124
IE,2011-10-01,73.4022
IE,2012-01-01,69.9189
IE,2012-04-01,67.7253
IE,2012-07-01,68.4168
IE,2012-10-01,69.1258
IE,2013-01-01,67.1009
IE,2013-04-01,66.7676
IE,2013-07-01,70.5635
IE,2013-10-01,72.8356
IE,2014-01-01,73.9779
IE,2014-04-01,77.5291
IE,2014-07-01,83.8811
IE,2014-10-01,87.0841
IE,2015-01-01,87.4279
IE,2015-04-01,88.5638
IE,2015-07-01,91.258
IE,2015-10-01,93.1891
IE,2016-01-01,94.1429
IE,2016-04-01,94.04
IE,2016-07-01,97.9459
IE,2016-10-01,101.2676
IE,2017-01-01,102.4046
IE,2017-04-01,103.7302
IE,2017-07-01,109.2982
IE,2017-10-01,112.5762
IE,2018-01-01,114.7071
IE,2018-04-01,116.647
IE,2018-07-01,118.3222
IE,2018-10-01,119.8566
IE,2019-01-01,118.8336
IE,2019-04-01,118.0591
IE,2019-07-01,119.5717
IE,2019-10-01,119.5888
IE,2020-01-01,118.7823
IE,2020-04-01,118.8581
IE,2020-07-01,119.6423
IE,2020-10-01,121.8728
IE,2021-01-01,122.6189
IE,2021-04-01,123.6954
IE,2021-07-01,128.5472
IE,2021-10-01,131.7244
IE,2022-01-01,133.2296
IE,2022-04-01,130.9523
IE,2022-07-01,132.345
IE,2022-10-01,131.5187
IE,2023-01-01,129.7083
IE,2023-04-01,126.1491
IE,2023-07-01,126.3595
IE,2023-10-01,129.7666
IE,2024-01-01,133.2938
IE,2024-04-01,133.436
IE,2024-07-01,136.7368
IE,2024-10-01,140.4628
IT,2000-01-01,76.3039
IT,2000-04-01,76.4064
IT,2000-07-01,76.9951
IT,2000-10-01,77.3332
IT,2001-01-01,77.5702
IT,2001-04-01,77.8781
IT,2001-07-01,79.271
IT,2001-10-01,81.1367
IT,2002-01-01,85.0609
IT,2002-04-01,86.2191
IT,2002-07-01,86.8406
IT,2002-10-01,86.9043
IT,2003-01-01,88.1578
IT,2003-04-01,88.7015
IT,2003-07-01,89.8766
IT,2003-10-01,90.0255
IT,2004-01-01,90.4413
IT,2004-04-01,91.5757
IT,2004-07-01,93.5718
IT,2004-10-01,94.8074
IT,2005-01-01,96.1263
IT,2005-04-01,97.2307
IT,2005-07-01,98.5355
IT,2005-10-01,99.0836
IT,2006-01-01,99.6567
IT,2006-04-01,100.8067
IT,2006-07-01,102.0859
IT,2006-10-01,102.7719
IT,2007-01-01,103.7027
IT,2007-04-01,104.2274
IT,2007-07-01,105.0506
IT,2007-10-01,104.863
IT,2008-01-01,104.3853
IT,2008-04-01,104.2421
IT,2008-07-01,103.6755
IT,2008-10-01,102.5444
IT,2009-01-01,103.1062
IT,2009-04-01,102.4725
IT,2009-07-01,102.3805
IT,2009-10-01,101.6107
IT,2010-01-01,99.6538
IT,2010-04-01,99.9677
IT,2010-07-01,100.2773
IT,2010-10-01,100.097
IT,2011-01-01,98.6254
IT,2011-04-01,99.6764
IT,2011-07-01,98.7695
IT,2011-10-01,97.3849
IT,2012-01-01,96.0858
IT,2012-04-01,94.4295
IT,2012-07-01,92.2334
IT,2012-10-01,90.3482
IT,2013-01-01,87.5526
IT,2013-04-01,87.1016
IT,2013-07-01,85.4596
IT,2013-10-01,84.5976
IT,2014-01-01,83.333
IT,2014-04-01,82.3933
IT,2014-07-01,81.4979
IT,2014-10-01,80.4122
IT,2015-01-01,78.7998
IT,2015-04-01,78.4876
IT,2015-07-01,79.1453
IT,2015-10-01,78.6342
IT,2016-01-01,78.9528
IT,2016-04-01,79.3472
IT,2016-07-01,79.1611
IT,2016-10-01,78.6632
IT,2017-01-01,77.3627
IT,2017-04-01,77.4714
IT,2017-07-01,77.1095
IT,2017-10-01,77.0267
IT,2018-01-01,76.4168
IT,2018-04-01,76.4554
IT,2018-07-01,75.3716
IT,2018-10-01,75.5645
IT,2019-01-01,75.0057
IT,2019-04-01,75.7359
IT,2019-07-01,75.409
IT,2019-10-01,75.4972
IT,2020-01-01,76.0882
IT,2020-04-01,78.3593
IT,2020-07-01,76.5432
IT,2020-10-01,76.8214
IT,2021-01-01,76.9408
IT,2021-04-01,77.7337
IT,2021-07-01,77.9912
IT,2021-10-01,77.1591
IT,2022-01-01,76.1252
IT,2022-04-01,76.4551
IT,2022-07-01,74.0326
IT,2022-10-01,70.9075
IT,2023-01-01,70.6296
IT,2023-04-01,71.6514
IT,2023-07-01,71.3072
IT,2023-10-01,71.466
IT,2024-01-01,71.097
IT,2024-04-01,73.1672
IT,2024-07-01,73.2442
IT,2024-10-01,73.8246
LT,2000-01-01,41.9676
LT,2000-04-01,38.7607
LT,2000-07-01,36.238
LT,2000-10-01,39.844
LT,2001-01-01,46.9793
LT,2001-04-01,43.6463
LT,2001-07-01,48.2829
LT,2001-10-01,55.1937
LT,2002-01-01,51.5794
LT,2002-04-01,52.4871
LT,2002-07-01,55.3289
LT,2002-10-01,57.3898
LT,2003-01-01,64.9469
LT,2003-04-01,58.7429
LT,2003-07-01,61.0576
LT,2003-10-01,64.7963
LT,2004-01-01,70.0539
LT,2004-04-01,66.2078
LT,2004-07-01,73.5797
LT,2004-10-01,82.1327
LT,2005-01-01,95.3097
LT,2005-04-01,89.9605
LT,2005-07-01,99.0317
LT,2005-10-01,124.1761
LT,2006-01-01,129.7917
LT,2006-04-01,129.3785
LT,2006-07-01,141.4617
LT,2006-10-01,154.6389
LT,2007-01-01,159.8405
LT,2007-04-01,163.6122
LT,2007-07-01,171.3921
LT,2007-10-01,168.7558
LT,2008-01-01,168.6834
LT,2008-04-01,169.4604
LT,2008-07-01,164.1763
LT,2008-10-01,150.4949
LT,2009-01-01,117.0766
LT,2009-04-01,111.1014
LT,2009-07-01,107.0447
LT,2009-10-01,102.2759
LT,2010-01-01,99.1576
LT,2010-04-01,100.5869
LT,2010-07-01,99.6819
LT,2010-10-01,100.5611
LT,2011-01-01,103.5105
LT,2011-04-01,102.0445
LT,2011-07-01,101.8896
LT,2011-10-01,102.0912
LT,2012-01-01,100.8363
LT,2012-04-01,98.4104
LT,2012-07-01,99.0529
LT,2012-10-01,98.0485
LT,2013-01-01,98.5986
LT,2013-04-01,99.5235
LT,2013-07-01,98.2583
LT,2013-10-01,100.587
LT,2014-01-01,102.2287
LT,2014-04-01,105.8775
LT,2014-07-01,108.0758
LT,2014-10-01,105.8597
LT,2015-01-01,108.4835
LT,2015-04-01,110.3103
LT,2015-07-01,112.8326
LT,2015-10-01,109.7553
LT,2016-01-01,111.0524
LT,2016-04-01,113.223
LT,2016-07-01,117.9778
LT,2016-10-01,118.7229
LT,2017-01-01,119.0881
LT,2017-04-01,120.5646
LT,2017-07-01,122.7022
LT,2017-10-01,121.7658
LT,2018-01-01,124.187
LT,2018-04-01,126.1828
LT,2018-07-01,127.7915
LT,2018-10-01,127.6438
LT,2019-01-01,131.1385
LT,2019-04-01,131.0206
LT,2019-07-01,132.706
LT,2019-10-01,133.2458
LT,2020-01-01,135.92
LT,2020-04-01,139.0751
LT,2020-07-01,139.7961
LT,2020-10-01,145.0123
LT,2021-01-01,150.9321
LT,2021-04-01,152.6017
LT,2021-07-01,157.651
LT,2021-10-01,159.0404
LT,2022-01-01,157.5921
LT,2022-04-01,156.6324
LT,2022-07-01,153.2297
LT,2022-10-01,150.36
LT,2023-01-01,150.5466
LT,2023-04-01,153.3518
LT,2023-07-01,157.5566
LT,2023-10-01,159.684
LT,2024-01-01,164.6284
LT,2024-04-01,168.4797
LT,2024-07-01,170.3627
LT,2024-10-01,173.1851
LU,2007-01-01,97.3907
LU,2007-04-01,96.9684
LU,2007-07-01,100.913
LU,2007-10-01,98.9683
LU,2008-01-01,97.7961
LU,2008-04-01,98.9122
LU,2008-07-01,98.2059
LU,2008-10-01,99.1081
LU,2009-01-01,97.4159
LU,2009-04-01,97.095
LU,2009-07-01,95.9219
LU,2009-10-01,97.6366
LU,2010-01-01,101.2364
LU,2010-04-01,98.6599
LU,2010-07-01,99.7299
LU,2010-10-01,100.3852
LU,2011-01-01,98.8499
LU,2011-04-01,99.9118
LU,2011-07-01,99.8819
LU,2011-10-01,102.35
LU,2012-01-01,100.4411
LU,2012-04-01,101.3956
LU,2012-07-01,101.5388
LU,2012-10-01,103.6163
LU,2013-01-01,103.6579
LU,2013-04-01,104.2286
LU,2013-07-01,105.5193
LU,2013-10-01,106.621
LU,2014-01-01,105.0815
LU,2014-04-01,108.4067
LU,2014-07-01,110.1067
LU,2014-10-01,112.1168
LU,2015-01-01,112.4928
LU,2015-04-01,113.6954
LU,2015-07-01,115.5201
LU,2015-10-01,115.3369
LU,2016-01-01,117.772
LU,2016-04-01,120.0068
LU,2016-07-01,121.885
LU,2016-10-01,123.4053
LU,2017-01-01,123.8363
LU,2017-04-01,125.5558
LU,2017-07-01,125.5325
LU,2017-10-01,126.5726
LU,2018-01-01,130.3163
LU,2018-04-01,130.2631
LU,2018-07-01,132.7825
LU,2018-10-01,135.4041
LU,2019-01-01,136.676
LU,2019-04-01,142.2081
LU,2019-07-01,145.4324
LU,2019-10-01,147.9439
LU,2020-01-01,153.744
LU,2020-04-01,160.2235
LU,2020-07-01,164.3453
LU,2020-10-01,171.7028
LU,2021-01-01,177.9091
LU,2021-04-01,177.7342
LU,2021-07-01,181.5434
LU,2021-10-01,184.935
LU,2022-01-01,186.0116
LU,2022-04-01,185.4006
LU,2022-07-01,188.7292
LU,2022-10-01,183.9971
LU,2023-01-01,175.4444
LU,2023-04-01,168.5827
LU,2023-07-01,156.1586
LU,2023-10-01,152.4492
LU,2024-01-01,150.8921
LU,2024-04-01,150.7972
LU,2024-07-01,150.7237
LU,2024-10-01,153.0947
LV,2006-01-01,149.1909
LV,2006-04-01,161.6375
LV,2006-07-01,176.2428
LV,2006-10-01,188.6275
LV,2007-01-01,207.371
LV,2007-04-01,207.8769
LV,2007-07-01,218.0919
LV,2007-10-01,204.3795
LV,2008-01-01,207.866
LV,2008-04-01,196.5136
LV,2008-07-01,181.2243
LV,2008-10-01,150.0413
LV,2009-01-01,119.9556
LV,2009-04-01,108.3479
LV,2009-07-01,108.637
LV,2009-10-01,107.2214
LV,2010-01-01,98.8691
LV,2010-04-01,97.9777
LV,2010-07-01,100.3866
LV,2010-10-01,102.7311
LV,2011-01-01,105.3416
LV,2011-04-01,105.0432
LV,2011-07-01,108.5327
LV,2011-10-01,104.2682
LV,2012-01-01,104.4883
LV,2012-04-01,104.7489
LV,2012-07-01,108.0594
LV,2012-10-01,108.8933
LV,2013-01-01,109.0998
LV,2013-04-01,113.1035
LV,2013-07-01,115.1345
LV,2013-10-01,118.1716
LV,2014-01-01,120.1441
LV,2014-04-01,121.0395
LV,2014-07-01,126.5638
LV,2014-10-01,112.2497
LV,2015-01-01,112.3038
LV,2015-04-01,114.5402
LV,2015-07-01,116.5211
LV,2015-10-01,119.5183
LV,2016-01-01,120.8222
LV,2016-04-01,126.2686
LV,2016-07-01,127.4295
LV,2016-10-01,126.9249
LV,2017-01-01,127.9683
LV,2017-04-01,133.6761
LV,2017-07-01,134.7492
LV,2017-10-01,133.5694
LV,2018-01-01,139.77
LV,2018-04-01,141.9375
LV,2018-07-01,140.4202
LV,2018-10-01,144.165
LV,2019-01-01,144.5069
LV,2019-04-01,148.3204
LV,2019-07-01,153.7351
LV,2019-10-01,153.5184
LV,2020-01-01,154.1509
LV,2020-04-01,151.1813
LV,2020-07-01,156.4186
LV,2020-10-01,157.9013
LV,2021-01-01,158.7723
LV,2021-04-01,165.6265
LV,2021-07-01,169.3839
LV,2021-10-01,171.1556
LV,2022-01-01,170.6452
LV,2022-04-01,165.5111
LV,2022-07-01,158.0525
LV,2022-10-01,153.0569
LV,2023-01-01,151.0141
LV,2023-04-01,156.2158
LV,2023-07-01,155.02440000000001
LV,2023-10-01,152.4659
LV,2024-01-01,155.3058
LV,2024-04-01,156.0289
LV,2024-07-01,161.6094
LV,2024-10-01,160.7075
MT,2005-01-01,70.9393
MT,2005-04-01,69.8565
MT,2005-07-01,76.008
MT,2005-10-01,71.9065
MT,2006-01-01,76.0282
MT,2006-04-01,82.5502
MT,2006-07-01,85.8318
MT,2006-10-01,91.9782
MT,2007-01-01,97.8181
MT,2007-04-01,101.1998
MT,2007-07-01,102.0334
MT,2007-10-01,101.1668
MT,2008-01-01,110.0488
MT,2008-04-01,104.0699
MT,2008-07-01,109.2451
MT,2008-10-01,105.2529
MT,2009-01-01,102.7936
MT,2009-04-01,99.838
MT,2009-07-01,101.5837
MT,2009-10-01,97.5365
MT,2010-01-01,101.9142
MT,2010-04-01,100.0845
MT,2010-07-01,103.3552
MT,2010-10-01,94.7511
MT,2011-01-01,96.327
MT,2011-04-01,96.7954
MT,2011-07-01,97.2207
MT,2011-10-01,93.7423
MT,2012-01-01,96.2313
MT,2012-04-01,93.3829
MT,2012-07-01,100.1439
MT,2012-10-01,96.6104
MT,2013-01-01,95.2254
MT,2013-04-01,92.5132
MT,2013-07-01,96.9794
MT,2013-10-01,94.8804
MT,2014-01-01,95.7737
MT,2014-04-01,95.3306
MT,2014-07-01,97.2678
MT,2014-10-01,99.6505
MT,2015-01-01,97.7045
MT,2015-04-01,97.4922
MT,2015-07-01,104.2943
MT,2015-10-01,106.6143
MT,2016-01-01,102.3661
MT,2016-04-01,103.6299
MT,2016-07-01,108.4392
MT,2016-10-01,111.0507
MT,2017-01-01,106.0508
MT,2017-04-01,108.3142
MT,2017-07-01,112.5235
MT,2017-10-01,115.0784
MT,2018-01-01,110.79
MT,2018-04-01,113.8345
MT,2018-07-01,117.3276
MT,2018-10-01,120.3047
MT,2019-01-01,115.9062
MT,2019-04-01,118.7833
MT,2019-07-01,122.3369
MT,2019-10-01,125.5673
MT,2020-01-01,120.9609
MT,2020-04-01,122.524
MT,2020-07-01,125.124
MT,2020-10-01,127.2461
MT,2021-01-01,126.092
MT,2021-04-01,127.5175
MT,2021-07-01,129.8925
MT,2021-10-01,129.8328
MT,2022-01-01,129.2717
MT,2022-04-01,129.4702
MT,2022-07-01,128.9473
MT,2022-10-01,128.12
MT,2023-01-01,129.63
MT,2023-04-01,129.0256
MT,2023-07-01,130.7226
MT,2023-10-01,131.949
MT,2024-01-01,135.039
MT,2024-04-01,135.9287
MT,2024-07-01,137.9733
MT,2024-10-01,136.943
NL,2000-01-01,84.0758
NL,2000-04-01,86.3389
NL,2000-07-01,89.4397
NL,2000-10-01,90.6847
NL,2001-01-01,91.9659
NL,2001-04-01,92.8529
NL,2001-07-01,94.654
NL,2001-10-01,94.9561
NL,2002-01-01,95.3911
NL,2002-04-01,95.7927
NL,2002-07-01,97.2004
NL,2002-10-01,96.7852
NL,2003-01-01,97.0961
NL,2003-04-01,97.4102
NL,2003-07-01,97.9998
NL,2003-10-01,98.7767
NL,2004-01-01,99.8503
NL,2004-04-01,100.0611
NL,2004-07-01,101.359
NL,2004-10-01,101.4041
NL,2005-01-01,102.0105
NL,2005-04-01,102.3203
NL,2005-07-01,103.4628
NL,2005-10-01,103.6306
NL,2006-01-01,105.0726
NL,2006-04-01,105.3393
NL,2006-07-01,106.4633
NL,2006-10-01,107.4425
NL,2007-01-01,108.344
NL,2007-04-01,107.9331
NL,2007-07-01,110.4958
NL,2007-10-01,111.0264
NL,2008-01-01,110.1882
NL,2008-04-01,108.8019
NL,2008-07-01,109.7195
NL,2008-10-01,107.8658
NL,2009-01-01,106.2746
NL,2009-04-01,102.0973
NL,2009-07-01,102.1051
NL,2009-10-01,101.7482
NL,2010-01-01,101.0173
NL,2010-04-01,99.7254
NL,2010-07-01,100.1241
NL,2010-10-01,99.1462
NL,2011-01-01,98.6827
NL,2011-04-01,95.9673
NL,2011-07-01,95.108
NL,2011-10-01,93.3952
NL,2012-01-01,91.1043
NL,2012-04-01,88.5668
NL,2012-07-01,84.6921
NL,2012-10-01,84.5512
NL,2013-01-01,81.6945
NL,2013-04-01,79.2695
NL,2013-07-01,79.3498
NL,2013-10-01,79.5661
NL,2014-01-01,79.8018
NL,2014-04-01,79.4812
NL,2014-07-01,79.6217
NL,2014-10-01,80.4611
NL,2015-01-01,81.6717
NL,2015-04-01,81.1561
NL,2015-07-01,82.3786
NL,2015-10-01,83.3732
NL,2016-01-01,84.6849
NL,2016-04-01,85.1015
NL,2016-07-01,86.9076
NL,2016-10-01,88.1467
NL,2017-01-01,89.6575
NL,2017-04-01,90.5359
NL,2017-07-01,92.6682
NL,2017-10-01,94.7678
NL,2018-01-01,96.6983
NL,2018-04-01,97.598
NL,2018-07-01,99.6708
NL,2018-10-01,101.1436
NL,2019-01-01,102.1618
NL,2019-04-01,102.4538
NL,2019-07-01,103.264
NL,2019-10-01,104.9262
NL,2020-01-01,107.4527
NL,2020-04-01,109.1198
NL,2020-07-01,110.8138
NL,2020-10-01,112.8746
NL,2021-01-01,116.5342
NL,2021-04-01,120.4402
NL,2021-07-01,125.974
NL,2021-10-01,127.7343
NL,2022-01-01,129.0741
NL,2022-04-01,129.8429
NL,2022-07-01,125.6931
NL,2022-10-01,121.3334
NL,2023-01-01,121.1937
NL,2023-04-01,117.9143
NL,2023-07-01,117.996
NL,2023-10-01,120.4761
NL,2024-01-01,121.8009
NL,2024-04-01,123.4109
NL,2024-07-01,125.7962
NL,2024-10-01,128.4867
PT,2000-01-01,118.7076
PT,2000-04-01,119.5799
PT,2000-07-01,120.508
PT,2000-10-01,122.1871
PT,2001-01-01,122.0037
PT,2001-04-01,121.7378
PT,2001-07-01,121.5652
PT,2001-10-01,120.5884
PT,2002-01-01,120.052
PT,2002-04-01,118.459
PT,2002-07-01,117.3813
PT,2002-10-01,116.104
PT,2003-01-01,116.1087
PT,2003-04-01,115.4209
PT,2003-07-01,115.7929
PT,2003-10-01,114.8392
PT,2004-01-01,114.8505
PT,2004-04-01,113.2547
PT,2004-07-01,113.5898
PT,2004-10-01,112.6822
PT,2005-01-01,112.6295
PT,2005-04-01,113.0473
PT,2005-07-01,114.7814
PT,2005-10-01,113.8377
PT,2006-01-01,113.4216
PT,2006-04-01,112.212
PT,2006-07-01,112.274
PT,2006-10-01,112.0193
PT,2007-01-01,112.2447
PT,2007-04-01,109.8157
PT,2007-07-01,111.0735
PT,2007-10-01,108.0422
PT,2008-01-01,103.3859
PT,2008-04-01,101.9253
PT,2008-07-01,99.3672
PT,2008-10-01,98.2116
PT,2009-01-01,100.0276
PT,2009-04-01,100.2976
PT,2009-07-01,101.0263
PT,2009-10-01,101.1617
PT,2010-01-01,101.6861
PT,2010-04-01,100.725
PT,2010-07-01,99.6734
PT,2010-10-01,97.9586
PT,2011-01-01,95.945
PT,2011-04-01,92.6038
PT,2011-07-01,91.332
PT,2011-10-01,87.2035
PT,2012-01-01,85.1988
PT,2012-04-01,82.6223
PT,2012-07-01,81.938
PT,2012-10-01,82.0815
PT,2013-01-01,81.1726
PT,2013-04-01,80.0374
PT,2013-07-01,80.8308
PT,2013-10-01,82.6428
PT,2014-01-01,84.541
PT,2014-04-01,85.0492
PT,2014-07-01,85.2614
PT,2014-10-01,84.5574
PT,2015-01-01,85.3079
PT,2015-04-01,86.9233
PT,2015-07-01,87.5167
PT,2015-10-01,88.302
PT,2016-01-01,90.7366
PT,2016-04-01,91.9878
PT,2016-07-01,93.5646
PT,2016-10-01,94.27
PT,2017-01-01,96.5625
PT,2017-04-01,97.9715
PT,2017-07-01,102.1503
PT,2017-10-01,102.6476
PT,2018-01-01,107.5537
PT,2018-04-01,107.9185
PT,2018-07-01,109.2675
PT,2018-10-01,111.2915
PT,2019-01-01,116.5755
PT,2019-04-01,117.5135
PT,2019-07-01,121.2252
PT,2019-10-01,122.5313
PT,2020-01-01,128.4041
PT,2020-04-01,129.3041
PT,2020-07-01,129.6169
PT,2020-10-01,132.5093
PT,2021-01-01,136.3332
PT,2021-04-01,138.3465
PT,2021-07-01,142.4168
PT,2021-10-01,144.4167
PT,2022-01-01,147.6512
PT,2022-04-01,144.9951
PT,2022-07-01,147.7046
PT,2022-10-01,146.3205
PT,2023-01-01,148.6117
PT,2023-04-01,151.0659
PT,2023-07-01,153.5731
PT,2023-10-01,155.1652
PT,2024-01-01,155.5623
PT,2024-04-01,158.609
PT,2024-07-01,165.0546
PT,2024-10-01,168.7043
SI,2007-01-01,110.137
SI,2007-04-01,109.6276
SI,2007-07-01,112.1823
SI,2007-10-01,115.1662
SI,2008-01-01,115.582
SI,2008-04-01,112.3336
SI,2008-07-01,113.8827
SI,2008-10-01,111.234
SI,2009-01-01,104.7894
SI,2009-04-01,101.0682
SI,2009-07-01,99.7494
SI,2009-10-01,101.0666
SI,2010-01-01,101.665
SI,2010-04-01,100.0224
SI,2010-07-01,99.0568
SI,2010-10-01,99.2863
SI,2011-01-01,104.057
SI,2011-04-01,101.4359
SI,2011-07-01,99.8994
SI,2011-10-01,98.1933
SI,2012-01-01,94.342
SI,2012-04-01,93.3756
SI,2012-07-01,91.2981
SI,2012-10-01,87.2796
SI,2013-01-01,88.2269
SI,2013-04-01,87.7037
SI,2013-07-01,82.5803
SI,2013-10-01,82.5436
SI,2014-01-01,81.9629
SI,2014-04-01,78.6246
SI,2014-07-01,78.3409
SI,2014-10-01,78.9995
SI,2015-01-01,81.1308
SI,2015-04-01,81.9533
SI,2015-07-01,79.5114
SI,2015-10-01,79.4873
SI,2016-01-01,82.3838
SI,2016-04-01,82.5403
SI,2016-07-01,83.3332
SI,2016-10-01,84.4828
SI,2017-01-01,86.3389
SI,2017-04-01,88.0959
SI,2017-07-01,89.0816
SI,2017-10-01,91.6396
SI,2018-01-01,93.4178
SI,2018-04-01,93.1618
SI,2018-07-01,95.6131
SI,2018-10-01,97.3771
SI,2019-01-01,99.1932
SI,2019-04-01,98.4513
SI,2019-07-01,100.365
SI,2019-10-01,100.5263
SI,2020-01-01,102.3492
