REF_AREA,TIME_PERIOD,GDP_PC
HR,2022-04-01,136.362
HR,2022-07-01,159.032
HR,2022-10-01,132.921
HR,2023-01-01,120.452
HR,2023-04-01,140.849
HR,2023-07-01,160.996
HR,2023-10-01,138.85
HR,2024-01-01,125.056
HR,2024-04-01,146.144
HR,2024-07-01,167.799
HR,2024-10-01,144.247
HU,2000-01-01,72.136
HU,2000-04-01,78.735
HU,2000-07-01,81.617
HU,2000-10-01,85.824
HU,2001-01-01,75.508
HU,2001-04-01,82.419
HU,2001-07-01,85.15
HU,2001-10-01,88.836
HU,2002-01-01,79.102
HU,2002-04-01,86.491
HU,2002-07-01,89.525
HU,2002-10-01,93.544
HU,2003-01-01,81.959
HU,2003-04-01,90.214
HU,2003-07-01,93.619
HU,2003-10-01,97.705
HU,2004-01-01,85.893
HU,2004-04-01,95.226
HU,2004-07-01,98.596
HU,2004-10-01,102.615
HU,2005-01-01,88.868
HU,2005-04-01,100.012
HU,2005-07-01,103.078
HU,2005-10-01,107.602
HU,2006-01-01,93.419
HU,2006-04-01,103.819
HU,2006-07-01,107.108
HU,2006-10-01,111.6
HU,2007-01-01,95.033
HU,2007-04-01,104.121
HU,2007-07-01,107.257
HU,2007-10-01,111.545
HU,2008-01-01,96.976
HU,2008-04-01,107.046
HU,2008-07-01,109.463
HU,2008-10-01,109.346
HU,2009-01-01,90.106
HU,2009-04-01,98.541
HU,2009-07-01,101.324
HU,2009-10-01,104.969
HU,2010-01-01,90.077
HU,2010-04-01,99.472
HU,2010-07-01,103.22
HU,2010-10-01,107.231
HU,2011-01-01,92.966
HU,2011-04-01,101.312
HU,2011-07-01,104.89
HU,2011-10-01,109.749
HU,2012-01-01,93.321
HU,2012-04-01,100.641
HU,2012-07-01,104.25
HU,2012-10-01,107.663
HU,2013-01-01,93.074
HU,2013-04-01,102.597
HU,2013-07-01,107.887
HU,2013-10-01,112.272
HU,2014-01-01,97.705
HU,2014-04-01,107.971
HU,2014-07-01,112.692
HU,2014-10-01,117.193
HU,2015-01-01,102.519
HU,2015-04-01,112.083
HU,2015-07-01,116.546
HU,2015-10-01,122.115
HU,2016-01-01,104.294
HU,2016-04-01,116.235
HU,2016-07-01,120.158
HU,2016-10-01,125.27
HU,2017-01-01,109.474
HU,2017-04-01,120.802
HU,2017-07-01,125.487
HU,2017-10-01,131.201
HU,2018-01-01,115.534
HU,2018-04-01,127.893
HU,2018-07-01,132.97
HU,2018-10-01,138.923
HU,2019-01-01,122.149
HU,2019-04-01,134.576
HU,2019-07-01,140.247
HU,2019-10-01,145.587
HU,2020-01-01,124.998
HU,2020-04-01,117.509
HU,2020-07-01,134.805
HU,2020-10-01,142.207
HU,2021-01-01,123.023
HU,2021-04-01,139.267
HU,2021-07-01,144.009
HU,2021-10-01,153.348
HU,2022-01-01,132.902
HU,2022-04-01,148.646
HU,2022-07-01,150.234
HU,2022-10-01,153.346
HU,2023-01-01,131.267
HU,2023-04-01,145.043
HU,2023-07-01,150.348
HU,2023-10-01,154.199
HU,2024-01-01,133.007
HU,2024-04-01,147.53
HU,2024-07-01,149.605
HU,2024-10-01,155.524
IE,2000-01-01,87.073
IE,2000-04-01,89.736
IE,2000-07-01,92.509
IE,2000-10-01,93.308
IE,2001-01-01,92.334
IE,2001-04-01,93.988
IE,2001-07-01,93.677
IE,2001-10-01,96.005
IE,2002-01-01,95.653
IE,2002-04-01,97.086
IE,2002-07-01,97.872
IE,2002-10-01,100.672
IE,2003-01-01,96.046
IE,2003-04-01,98.188
IE,2003-07-01,97.18
IE,2003-10-01,105.07
IE,2004-01-01,101.783
IE,2004-04-01,104.955
IE,2004-07-01,102.182
IE,2004-10-01,107.18
IE,2005-01-01,105.574
IE,2005-04-01,108.645
IE,2005-07-01,105.492
IE,2005-10-01,110.471
IE,2006-01-01,109.582
IE,2006-04-01,109.915
IE,2006-07-01,109.824
IE,2006-10-01,110.729
IE,2007-01-01,114.888
IE,2007-04-01,112.658
IE,2007-07-01,109.107
IE,2007-10-01,113.079
IE,2008-01-01,108.798
IE,2008-04-01,106.065
IE,2008-07-01,105.697
IE,2008-10-01,99.863
IE,2009-01-01,99.822
IE,2009-04-01,99.883
IE,2009-07-01,99.155
IE,2009-10-01,96.315
IE,2010-01-01,98.976
IE,2010-04-01,100.333
IE,2010-07-01,101.333
IE,2010-10-01,99.359
IE,2011-01-01,100.692
IE,2011-04-01,102.566
IE,2011-07-01,101.858
IE,2011-10-01,99.815
IE,2012-01-01,98.277
IE,2012-04-01,102.379
IE,2012-07-01,100.839
IE,2012-10-01,100.158
IE,2013-01-01,97.233
IE,2013-04-01,101.173
IE,2013-07-01,106.147
IE,2013-10-01,103.879
IE,2014-01-01,106.462
IE,2014-04-01,109.646
IE,2014-07-01,113.803
IE,2014-10-01,113.535
IE,2015-01-01,135.577
IE,2015-04-01,131.753
IE,2015-07-01,139.611
IE,2015-10-01,140.567
IE,2016-01-01,131.281
IE,2016-04-01,130.956
IE,2016-07-01,135.253
IE,2016-10-01,150.009
IE,2017-01-01,139.74
IE,2017-04-01,140.298
IE,2017-07-01,153.988
IE,2017-10-01,159.927
IE,2018-01-01,152.703
IE,2018-04-01,154.014
IE,2018-07-01,161.065
IE,2018-10-01,161.988
IE,2019-01-01,155.891
IE,2019-04-01,158.074
IE,2019-07-01,168.259
IE,2019-10-01,169.014
IE,2020-01-01,167.227
IE,2020-04-01,159.526
IE,2020-07-01,185.454
IE,2020-10-01,176.389
IE,2021-01-01,187.885
IE,2021-04-01,194.558
IE,2021-07-01,208.413
IE,2021-10-01,200.627
IE,2022-01-01,199.96
IE,2022-04-01,205.988
IE,2022-07-01,222.57
IE,2022-10-01,213.28
IE,2023-01-01,195.206
IE,2023-04-01,194.281
IE,2023-07-01,200.798
IE,2023-10-01,190.711
IE,2024-01-01,183.945
IE,2024-04-01,184.926
IE,2024-07-01,203.663
IE,2024-10-01,204.721
IT,2000-01-01,97.946
IT,2000-04-01,102.686
IT,2000-07-01,101.003
IT,2000-10-01,106.908
IT,2001-01-01,101.274
IT,2001-04-01,105.435
IT,2001-07-01,102.329
IT,2001-10-01,107.426
IT,2002-01-01,100.387
IT,2002-04-01,105.036
IT,2002-07-01,103.026
IT,2002-10-01,108.326
IT,2003-01-01,100.397
IT,2003-04-01,104.487
IT,2003-07-01,102.397
IT,2003-10-01,107.516
IT,2004-01-01,100.739
IT,2004-04-01,105.645
IT,2004-07-01,103.562
IT,2004-10-01,107.843
IT,2005-01-01,100.053
IT,2005-04-01,105.902
IT,2005-07-01,104.357
IT,2005-10-01,108.217
IT,2006-01-01,102.51
IT,2006-04-01,106.991
IT,2006-07-01,105.154
IT,2006-10-01,109.708
IT,2007-01-01,104.053
IT,2007-04-01,108.536
IT,2007-07-01,106.225
IT,2007-10-01,109.139
IT,2008-01-01,104.127
IT,2008-04-01,107.318
IT,2008-07-01,104.595
IT,2008-10-01,104.295
IT,2009-01-01,95.934
IT,2009-04-01,99.24
IT,2009-07-01,99.249
IT,2009-10-01,101.301
IT,2010-01-01,95.995
IT,2010-04-01,100.682
IT,2010-07-01,100.254
IT,2010-10-01,103.069
IT,2011-01-01,97.835
IT,2011-04-01,101.798
IT,2011-07-01,100.612
IT,2011-10-01,101.154
IT,2012-01-01,95.208
IT,2012-04-01,97.932
IT,2012-07-01,96.828
IT,2012-10-01,97.824
IT,2013-01-01,91.736
IT,2013-04-01,95.421
IT,2013-07-01,95.755
IT,2013-10-01,97.071
IT,2014-01-01,91.809
IT,2014-04-01,95.377
IT,2014-07-01,95.803
IT,2014-10-01,96.934
IT,2015-01-01,92.275
IT,2015-04-01,96.234
IT,2015-07-01,96.689
IT,2015-10-01,98.674
IT,2016-01-01,93.603
IT,2016-04-01,97.625
IT,2016-07-01,98.088
IT,2016-10-01,100.04
IT,2017-01-01,95.944
IT,2017-04-01,99.353
IT,2017-07-01,99.296
IT,2017-10-01,101.752
IT,2018-01-01,96.821
IT,2018-04-01,100.571
IT,2018-07-01,100.232
IT,2018-10-01,102.831
IT,2019-01-01,97.507
IT,2019-04-01,101.45
IT,2019-07-01,101.305
IT,2019-10-01,102.91
IT,2020-01-01,91.753
IT,2020-04-01,83.564
IT,2020-07-01,95.857
IT,2020-10-01,98.048
IT,2021-01-01,94.604
IT,2021-04-01,100.189
IT,2021-07-01,103.209
IT,2021-10-01,106.273
IT,2022-01-01,101.936
IT,2022-04-01,106.819
IT,2022-07-01,107.171
IT,2022-10-01,108.686
IT,2023-01-01,104.536
IT,2023-04-01,107.011
IT,2023-07-01,107.23
IT,2023-10-01,109.082
IT,2024-01-01,104.878
IT,2024-04-01,107.84
IT,2024-07-01,108.165
IT,2024-10-01,110.206
LT,2000-01-01,53.677
LT,2000-04-01,57.705
LT,2000-07-01,62.853
LT,2000-10-01,60.394
LT,2001-01-01,57.768
LT,2001-04-01,61.212
LT,2001-07-01,67.238
LT,2001-10-01,65.691
LT,2002-01-01,60.943
LT,2002-04-01,66.599
LT,2002-07-01,73.161
LT,2002-10-01,70.301
LT,2003-01-01,68.11
LT,2003-04-01,73.416
LT,2003-07-01,81.194
LT,2003-10-01,79.323
LT,2004-01-01,73.736
LT,2004-04-01,79.727
LT,2004-07-01,86.106
LT,2004-10-01,85.746
LT,2005-01-01,79.074
LT,2005-04-01,86.782
LT,2005-07-01,95.436
LT,2005-10-01,94.93
LT,2006-01-01,86.423
LT,2006-04-01,95.492
LT,2006-07-01,103.606
LT,2006-10-01,103.201
LT,2007-01-01,96.017
LT,2007-04-01,107.815
LT,2007-07-01,117.754
LT,2007-10-01,115.357
LT,2008-01-01,103.873
LT,2008-04-01,114.776
LT,2008-07-01,120.879
LT,2008-10-01,113.407
LT,2009-01-01,90.371
LT,2009-04-01,97.815
LT,2009-07-01,104.691
LT,2009-10-01,97.157
LT,2010-01-01,90.276
LT,2010-04-01,99.949
LT,2010-07-01,106.669
LT,2010-10-01,103.106
LT,2011-01-01,98.2
LT,2011-04-01,107.92
LT,2011-07-01,117.175
LT,2011-10-01,111.715
LT,2012-01-01,103.703
LT,2012-04-01,112.188
LT,2012-07-01,125.45
LT,2012-10-01,118.654
LT,2013-01-01,108.796
LT,2013-04-01,118.364
LT,2013-07-01,131.188
LT,2013-10-01,124.771
LT,2014-01-01,115.063
LT,2014-04-01,124.6
LT,2014-07-01,136.618
LT,2014-10-01,129.16
LT,2015-01-01,118.704
LT,2015-04-01,128.917
LT,2015-07-01,142.05
LT,2015-10-01,134.756
LT,2016-01-01,123.002
LT,2016-04-01,132.916
LT,2016-07-01,146.948
LT,2016-10-01,141.895
LT,2017-01-01,130.814
LT,2017-04-01,141.078
LT,2017-07-01,154.971
LT,2017-10-01,149.977
LT,2018-01-01,138.311
LT,2018-04-01,149.946
LT,2018-07-01,163.152
LT,2018-10-01,158.834
LT,2019-01-01,145.686
LT,2019-04-01,157.348
LT,2019-07-01,171.135
LT,2019-10-01,166.461
LT,2020-01-01,150.144
LT,2020-04-01,150.532
LT,2020-07-01,173.733
LT,2020-10-01,166.659
LT,2021-01-01,154.874
LT,2021-04-01,164.845
LT,2021-07-01,184.652
LT,2021-10-01,178.081
LT,2022-01-01,162.357
LT,2022-04-01,167.808
LT,2022-07-01,186.672
LT,2022-10-01,177.184
LT,2023-01-01,157.114
LT,2023-04-01,167.928
LT,2023-07-01,186.219
LT,2023-10-01,175.448
LT,2024-01-01,160.791
LT,2024-04-01,169.746
LT,2024-07-01,189.706
LT,2024-10-01,181.481
LU,2000-01-01,85.96
LU,2000-04-01,86.99
LU,2000-07-01,85.346
LU,2000-10-01,88.941
LU,2001-01-01,87.723
LU,2001-04-01,88.312
LU,2001-07-01,86.251
LU,2001-10-01,91.663
LU,2002-01-01,88.483
LU,2002-04-01,92.829
LU,2002-07-01,88.576
LU,2002-10-01,91.571
LU,2003-01-01,88.748
LU,2003-04-01,92.838
LU,2003-07-01,89.848
LU,2003-10-01,94.865
LU,2004-01-01,93.002
LU,2004-04-01,95.733
LU,2004-07-01,92.683
LU,2004-10-01,95.197
LU,2005-01-01,91.536
LU,2005-04-01,94.709
LU,2005-07-01,92.784
LU,2005-10-01,100.924
LU,2006-01-01,98.107
LU,2006-04-01,100.979
LU,2006-07-01,97.066
LU,2006-10-01,100.566
LU,2007-01-01,104.007
LU,2007-04-01,108.04
LU,2007-07-01,103.086
LU,2007-10-01,106.776
LU,2008-01-01,105.011
LU,2008-04-01,107.178
LU,2008-07-01,101.25
LU,2008-10-01,99.93
LU,2009-01-01,95.59
LU,2009-04-01,98.983
LU,2009-07-01,97.262
LU,2009-10-01,100.837
LU,2010-01-01,99.975
LU,2010-04-01,102.099
LU,2010-07-01,96.99
LU,2010-10-01,100.936
LU,2011-01-01,99.289
LU,2011-04-01,99.546
LU,2011-07-01,97.145
LU,2011-10-01,98.951
LU,2012-01-01,97.674
LU,2012-04-01,98.482
LU,2012-07-01,95.767
LU,2012-10-01,100.373
LU,2013-01-01,96.752
LU,2013-04-01,99.797
LU,2013-07-01,97.386
LU,2013-10-01,100.535
LU,2014-01-01,97.449
LU,2014-04-01,97.334
LU,2014-07-01,96.958
LU,2014-10-01,103.625
LU,2015-01-01,97.883
LU,2015-04-01,100.24
LU,2015-07-01,97.433
LU,2015-10-01,100.945
LU,2016-01-01,99.222
LU,2016-04-01,101.82
LU,2016-07-01,100.211
LU,2016-10-01,104.458
LU,2017-01-01,97.756
LU,2017-04-01,100.64
LU,2017-07-01,99.562
LU,2017-10-01,104.253
LU,2018-01-01,98.436
LU,2018-04-01,100.307
LU,2018-07-01,98.845
LU,2018-10-01,103.181
LU,2019-01-01,97.671
LU,2019-04-01,101.472
LU,2019-07-01,99.968
LU,2019-10-01,104.236
LU,2020-01-01,97.989
LU,2020-04-01,93.768
LU,2020-07-01,99.73
LU,2020-10-01,103.68
LU,2021-01-01,101.877
LU,2021-04-01,103.779
LU,2021-07-01,102.575
LU,2021-10-01,107.752
LU,2022-01-01,100.532
LU,2022-04-01,101.38
LU,2022-07-01,99.735
LU,2022-10-01,100.939
LU,2023-01-01,96.987
LU,2023-04-01,98.39
LU,2023-07-01,97.442
LU,2023-10-01,99.489
LU,2024-01-01,95.952
LU,2024-04-01,98.436
LU,2024-07-01,95.913
LU,2024-10-01,99.811
LV,2000-01-01,54.049
LV,2000-04-01,59.857
LV,2000-07-01,61.312
LV,2000-10-01,66.057
LV,2001-01-01,56.54
LV,2001-04-01,66.715
LV,2001-07-01,64.303
LV,2001-10-01,72.613
LV,2002-01-01,60.122
LV,2002-04-01,71.409
LV,2002-07-01,71.2
LV,2002-10-01,80.68
LV,2003-01-01,66.427
LV,2003-04-01,77.384
LV,2003-07-01,79.048
LV,2003-10-01,87.434
LV,2004-01-01,73.582
LV,2004-04-01,84.937
LV,2004-07-01,86.052
LV,2004-10-01,96.55
LV,2005-01-01,79.964
LV,2005-04-01,94.481
LV,2005-07-01,98.95
LV,2005-10-01,111.476
LV,2006-01-01,90.662
LV,2006-04-01,107.746
LV,2006-07-01,112.307
LV,2006-10-01,127.437
LV,2007-01-01,105.158
LV,2007-04-01,122.667
LV,2007-07-01,125.978
LV,2007-10-01,133.804
LV,2008-01-01,109.773
LV,2008-04-01,122.424
LV,2008-07-01,119.509
LV,2008-10-01,124.406
LV,2009-01-01,96.102
LV,2009-04-01,102.723
LV,2009-07-01,99.988
LV,2009-10-01,107.621
LV,2010-01-01,88.49
LV,2010-04-01,99.884
LV,2010-07-01,102.16
LV,2010-10-01,109.465
LV,2011-01-01,89.986
LV,2011-04-01,104.879
LV,2011-07-01,109.59
LV,2011-10-01,115.361
LV,2012-01-01,101.213
LV,2012-04-01,113.693
LV,2012-07-01,117.828
LV,2012-10-01,123.25
LV,2013-01-01,102.958
LV,2013-04-01,117.207
LV,2013-07-01,122.59
LV,2013-10-01,127.614
LV,2014-01-01,106.852
LV,2014-04-01,120.977
LV,2014-07-01,126.311
LV,2014-10-01,130.52
LV,2015-01-01,110.61
LV,2015-04-01,126.92
LV,2015-07-01,133.179
LV,2015-10-01,136.602
LV,2016-01-01,115.778
LV,2016-04-01,131.856
LV,2016-07-01,135.94
LV,2016-10-01,141.467
LV,2017-01-01,120.587
LV,2017-04-01,137.222
LV,2017-07-01,142.593
LV,2017-10-01,147.552
LV,2018-01-01,123.929
LV,2018-04-01,145.219
LV,2018-07-01,150.317
LV,2018-10-01,156.534
LV,2019-01-01,127.204
LV,2019-04-01,147.079
LV,2019-07-01,153.62
LV,2019-10-01,155.926
LV,2020-01-01,126.658
LV,2020-04-01,134.457
LV,2020-07-01,150.362
LV,2020-10-01,155.768
LV,2021-01-01,129.507
LV,2021-04-01,152.692
LV,2021-07-01,162.712
LV,2021-10-01,166.929
LV,2022-01-01,142.782
LV,2022-04-01,156.812
LV,2022-07-01,159.806
LV,2022-10-01,162.744
LV,2023-01-01,151.159
LV,2023-04-01,157.452
LV,2023-07-01,168.161
LV,2023-10-01,164.925
LV,2024-01-01,152.208
LV,2024-04-01,159.394
LV,2024-07-01,168.255
LV,2024-10-01,166.048
MT,2000-01-01,76.856
MT,2000-04-01,85.329
MT,2000-07-01,87.772
MT,2000-10-01,84.474
MT,2001-01-01,76.743
MT,2001-04-01,80.943
MT,2001-07-01,87.437
MT,2001-10-01,80.97
MT,2002-01-01,78.236
MT,2002-04-01,83.3
MT,2002-07-01,88.829
MT,2002-10-01,82.201
MT,2003-01-01,79.537
MT,2003-04-01,85.488
MT,2003-07-01,91.773
MT,2003-10-01,85.788
MT,2004-01-01,81.158
MT,2004-04-01,82.765
MT,2004-07-01,90.982
MT,2004-10-01,86.767
MT,2005-01-01,80.046
MT,2005-04-01,87.409
MT,2005-07-01,94.127
MT,2005-10-01,87.717
MT,2006-01-01,82.552
MT,2006-04-01,89.103
MT,2006-07-01,95.736
MT,2006-10-01,88.837
MT,2007-01-01,88.531
MT,2007-04-01,92.929
MT,2007-07-01,100.017
MT,2007-10-01,91.33
MT,2008-01-01,91.959
MT,2008-04-01,95.795
MT,2008-07-01,102.533
MT,2008-10-01,96.404
MT,2009-01-01,89.484
MT,2009-04-01,93.111
MT,2009-07-01,100.035
MT,2009-10-01,95.795
MT,2010-01-01,95.758
MT,2010-04-01,97.369
MT,2010-07-01,106.236
MT,2010-10-01,100.637
MT,2011-01-01,96.954
MT,2011-04-01,98.518
MT,2011-07-01,106.102
MT,2011-10-01,100.628
MT,2012-01-01,98.98
MT,2012-04-01,102.488
MT,2012-07-01,110.239
MT,2012-10-01,103.613
MT,2013-01-01,102.951
MT,2013-04-01,108.342
MT,2013-07-01,115.91
MT,2013-10-01,108.54
MT,2014-01-01,109.403
MT,2014-04-01,113.292
MT,2014-07-01,120.51
MT,2014-10-01,116.39
MT,2015-01-01,117.443
MT,2015-04-01,122.043
MT,2015-07-01,128.95
MT,2015-10-01,123.49
MT,2016-01-01,120.612
MT,2016-04-01,123.458
MT,2016-07-01,131.143
MT,2016-10-01,125.325
MT,2017-01-01,133.335
MT,2017-04-01,135.942
MT,2017-07-01,143.608
MT,2017-10-01,137.074
MT,2018-01-01,135.405
MT,2018-04-01,141.12
MT,2018-07-01,150.15
MT,2018-10-01,142.09
MT,2019-01-01,138.163
MT,2019-04-01,142.047
MT,2019-07-01,147.567
MT,2019-10-01,140.606
MT,2020-01-01,141.704
MT,2020-04-01,125.777
MT,2020-07-01,135.557
MT,2020-10-01,134.823
MT,2021-01-01,143.379
MT,2021-04-01,147.187
MT,2021-07-01,160.156
MT,2021-10-01,155.304
MT,2022-01-01,145.708
MT,2022-04-01,153.175
MT,2022-07-01,160.041
MT,2022-10-01,156.396
MT,2023-01-01,150.183
MT,2023-04-01,156.049
MT,2023-07-01,165.417
MT,2023-10-01,159.902
MT,2024-01-01,156.477
MT,2024-04-01,163.115
MT,2024-07-01,168.636
MT,2024-10-01,160.664
NL,2000-01-01,90.839
NL,2000-04-01,91.788
NL,2000-07-01,88
NL,2000-10-01,93.611
NL,2001-01-01,92.644
NL,2001-04-01,93.765
NL,2001-07-01,89.286
NL,2001-10-01,94.221
NL,2002-01-01,92.092
NL,2002-04-01,93.47
NL,2002-07-01,89.312
NL,2002-10-01,93.6
NL,2003-01-01,92.146
NL,2003-04-01,92.666
NL,2003-07-01,88.66
NL,2003-10-01,93.624
NL,2004-01-01,93.031
NL,2004-04-01,94.225
NL,2004-07-01,90.409
NL,2004-10-01,95.515
NL,2005-01-01,93.591
NL,2005-04-01,96.093
NL,2005-07-01,92.555
NL,2005-10-01,97.632
NL,2006-01-01,96.958
NL,2006-04-01,99.471
NL,2006-07-01,95.504
NL,2006-10-01,100.75
NL,2007-01-01,100.191
NL,2007-04-01,102.592
NL,2007-07-01,99.402
NL,2007-10-01,104.85
NL,2008-01-01,103.278
NL,2008-04-01,105.577
NL,2008-07-01,101.302
NL,2008-10-01,103.93
NL,2009-01-01,98.871
NL,2009-04-01,100.17
NL,2009-07-01,96.912
NL,2009-10-01,100.888
NL,2010-01-01,98.208
NL,2010-04-01,101.558
NL,2010-07-01,98.026
NL,2010-10-01,102.208
NL,2011-01-01,100.648
NL,2011-04-01,103.421
NL,2011-07-01,99.132
NL,2011-10-01,102.017
NL,2012-01-01,99.137
NL,2012-04-01,102.513
NL,2012-07-01,97.661
NL,2012-10-01,100.467
NL,2013-01-01,97.226
NL,2013-04-01,101.759
NL,2013-07-01,97.782
NL,2013-10-01,101.702
NL,2014-01-01,98.328
NL,2014-04-01,103.055
NL,2014-07-01,98.73
NL,2014-10-01,103.325
NL,2015-01-01,99.963
NL,2015-04-01,104.846
NL,2015-07-01,100.889
NL,2015-10-01,104.48
NL,2016-01-01,101.819
NL,2016-04-01,107.049
NL,2016-07-01,102.708
NL,2016-10-01,106.314
NL,2017-01-01,104.347
NL,2017-04-01,109.536
NL,2017-07-01,104.856
NL,2017-10-01,108.245
NL,2018-01-01,106.321
NL,2018-04-01,111.747
NL,2018-07-01,106.434
NL,2018-10-01,109.601
NL,2019-01-01,107.971
NL,2019-04-01,113.576
NL,2019-07-01,108.255
NL,2019-10-01,111.378
NL,2020-01-01,106.99
NL,2020-04-01,102.94
NL,2020-07-01,104.155
NL,2020-10-01,107.645
NL,2021-01-01,105.322
NL,2021-04-01,114.598
NL,2021-07-01,110.815
NL,2021-10-01,115.108
NL,2022-01-01,111.845
NL,2022-04-01,120.028
NL,2022-07-01,113.697
NL,2022-10-01,118.163
NL,2023-01-01,112.55
NL,2023-04-01,118.382
NL,2023-07-01,111.927
NL,2023-10-01,116.657
NL,2024-01-01,111.193
NL,2024-04-01,118.513
NL,2024-07-01,113.097
NL,2024-10-01,118.184
PT,2000-01-01,94.213
PT,2000-04-01,94.991
PT,2000-07-01,95.865
PT,2000-10-01,97.121
PT,2001-01-01,94.853
PT,2001-04-01,96.949
PT,2001-07-01,96.621
PT,2001-10-01,98.459
PT,2002-01-01,96.48
PT,2002-04-01,97.75
PT,2002-07-01,96.971
PT,2002-10-01,96.543
PT,2003-01-01,94.223
PT,2003-04-01,94.604
PT,2003-07-01,96.368
PT,2003-10-01,97.497
PT,2004-01-01,95.929
PT,2004-04-01,97.252
PT,2004-07-01,97.85
PT,2004-10-01,97.581
PT,2005-01-01,96.68
PT,2005-04-01,98.201
PT,2005-07-01,97.751
PT,2005-10-01,98.292
PT,2006-01-01,97.184
PT,2006-04-01,99.829
PT,2006-07-01,98.828
PT,2006-10-01,100.718
PT,2007-01-01,99.282
PT,2007-04-01,101.339
PT,2007-07-01,101.909
PT,2007-10-01,103.17
PT,2008-01-01,100.87
PT,2008-04-01,102.113
PT,2008-07-01,102.418
PT,2008-10-01,101.012
PT,2009-01-01,96.379
PT,2009-04-01,98.103
PT,2009-07-01,99.537
PT,2009-10-01,99.328
PT,2010-01-01,97.756
PT,2010-04-01,100.316
PT,2010-07-01,101.438
PT,2010-10-01,100.49
PT,2011-01-01,97.564
PT,2011-04-01,99.111
PT,2011-07-01,99.344
PT,2011-10-01,97.073
PT,2012-01-01,94.463
PT,2012-04-01,95.16
PT,2012-07-01,95.46
PT,2012-10-01,93.629
PT,2013-01-01,91.547
PT,2013-04-01,94.462
PT,2013-07-01,95.482
PT,2013-10-01,95.56
PT,2014-01-01,92.773
PT,2014-04-01,95.823
PT,2014-07-01,96.868
PT,2014-10-01,96.363
PT,2015-01-01,94.542
PT,2015-04-01,97.809
PT,2015-07-01,98.92
PT,2015-10-01,98.035
PT,2016-01-01,96.366
PT,2016-04-01,99.568
PT,2016-07-01,101.154
PT,2016-10-01,100.99
PT,2017-01-01,99.768
PT,2017-04-01,103.161
PT,2017-07-01,104.67
PT,2017-10-01,104.325
PT,2018-01-01,102.575
PT,2018-04-01,106.527
PT,2018-07-01,107.733
PT,2018-10-01,107.45
PT,2019-01-01,105.922
PT,2019-04-01,109.274
PT,2019-07-01,110.282
PT,2019-10-01,109.616
PT,2020-01-01,103.377
PT,2020-04-01,89.716
PT,2020-07-01,102.865
PT,2020-10-01,102.267
PT,2021-01-01,97.396
PT,2021-04-01,103.748
PT,2021-07-01,108.141
PT,2021-10-01,110.143
PT,2022-01-01,107.859
PT,2022-04-01,111.782
PT,2022-07-01,113.425
PT,2022-10-01,113.04
PT,2023-01-01,109.893
PT,2023-04-01,113.52
PT,2023-07-01,114.602
PT,2023-10-01,115.018
PT,2024-01-01,110.316
PT,2024-04-01,114.26
PT,2024-07-01,115.54
PT,2024-10-01,117.136
SI,2000-01-01,75.532
SI,2000-04-01,80.231
SI,2000-07-01,79.124
SI,2000-10-01,80.982
SI,2001-01-01,77.673
SI,2001-04-01,81.999
SI,2001-07-01,81.14
SI,2001-10-01,83.575
SI,2002-01-01,79.632
SI,2002-04-01,83.94
SI,2002-07-01,83.885
SI,2002-10-01,87.063
SI,2003-01-01,81.878
SI,2003-04-01,86.852
SI,2003-07-01,86.952
SI,2003-10-01,89.307
SI,2004-01-01,85.122
SI,2004-04-01,91.315
SI,2004-07-01,91.057
SI,2004-10-01,93.001
SI,2005-01-01,87.343
SI,2005-04-01,95.636
SI,2005-07-01,94.378
SI,2005-10-01,96.36
SI,2006-01-01,92.091
SI,2006-04-01,100.237
SI,2006-07-01,100.011
SI,2006-10-01,102.067
SI,2007-01-01,99.225
SI,2007-04-01,106.905
SI,2007-07-01,107.11
SI,2007-10-01,107.012
SI,2008-01-01,104.696
SI,2008-04-01,113.267
SI,2008-07-01,110.392
SI,2008-10-01,105.428
SI,2009-01-01,96.281
SI,2009-04-01,101.299
SI,2009-07-01,100.1
SI,2009-10-01,99.302
SI,2010-01-01,94.563
SI,2010-04-01,102.437
SI,2010-07-01,101.616
SI,2010-10-01,101.384
SI,2011-01-01,97.51
SI,2011-04-01,102.261
SI,2011-07-01,101.517
SI,2011-10-01,100.547
SI,2012-01-01,96.378
SI,2012-04-01,98.364
SI,2012-07-01,98.504
SI,2012-10-01,96.131
SI,2013-01-01,92.035
SI,2013-04-01,97.526
SI,2013-07-01,97.45
SI,2013-10-01,98.634
SI,2014-01-01,94.145
SI,2014-04-01,100.505
SI,2014-07-01,100.795
SI,2014-10-01,100.422
SI,2015-01-01,96.126
SI,2015-04-01,102.6
SI,2015-07-01,103.145
SI,2015-10-01,103.174
SI,2016-01-01,98.51
SI,2016-04-01,106.137
SI,2016-07-01,105.985
SI,2016-10-01,106.435
SI,2017-01-01,103.608
SI,2017-04-01,110.548
SI,2017-07-01,110.858
SI,2017-10-01,113.382
SI,2018-01-01,107.741
SI,2018-04-01,114.743
SI,2018-07-01,115.991
SI,2018-10-01,117.74
SI,2019-01-01,111.712
SI,2019-04-01,117.424
SI,2019-07-01,118.83
SI,2019-10-01,120.384
SI,2020-01-01,109.788
SI,2020-04-01,103.895
SI,2020-07-01,116.409
SI,2020-10-01,116.165
SI,2021-01-01,111.407
SI,2021-04-01,119.643
SI,2021-07-01,123.135
