TIME_PERIOD,GINI,THEIL,ASSET,REF_AREA
2022-10-01,0.6167451929199033,0.7012763572750306,F2M,FI
2023-01-01,0.6155774337716173,0.6990397036496634,F2M,FI
2023-04-01,0.615082349889768,0.6972038578927955,F2M,FI
2023-07-01,0.61489913731595,0.6967512061498203,F2M,FI
2023-10-01,0.6141768993367918,0.694649025840542,F2M,FI
2024-01-01,0.6147787437087391,0.6968410039872905,F2M,FI
2024-04-01,0.6158726081931425,0.6995363423118042,F2M,FI
2024-07-01,0.6159789175986631,0.7007142792171486,F2M,FI
2009-10-01,0.5883775169089638,0.640376345339652,F2M,FR
2010-01-01,0.5881009896360945,0.6388986118458874,F2M,FR
2010-04-01,0.5879608026131591,0.6375198731558936,F2M,FR
2010-07-01,0.5866516714496238,0.6336338505090808,F2M,FR
2010-10-01,0.5861477168250075,0.6320613541754566,F2M,FR
2011-01-01,0.5862937273823884,0.6326209028320076,F2M,FR
2011-04-01,0.5858606101091071,0.6312823019224973,F2M,FR
2011-07-01,0.5847552447552448,0.6282389195742727,F2M,FR
2011-10-01,0.5847497431381183,0.6289500811041362,F2M,FR
2012-01-01,0.5848577014990224,0.6297889973754116,F2M,FR
2012-04-01,0.5851391862955032,0.6297769156235724,F2M,FR
2012-07-01,0.5845505418998371,0.628198343326526,F2M,FR
2012-10-01,0.5849472267478926,0.6287340465128937,F2M,FR
2013-01-01,0.5853487064116986,0.6296212019921026,F2M,FR
2013-04-01,0.5851043115438108,0.6294550134313417,F2M,FR
2013-07-01,0.5846058263150629,0.6278853231100591,F2M,FR
2013-10-01,0.584885813148789,0.628339290798968,F2M,FR
2014-01-01,0.5845823521263332,0.6279798906451454,F2M,FR
2014-04-01,0.5840777502067824,0.6266642406912524,F2M,FR
2014-07-01,0.5837417400881058,0.6253874907591149,F2M,FR
2014-10-01,0.5835802469135802,0.6266617392364531,F2M,FR
2015-01-01,0.5852616613634826,0.630218052680149,F2M,FR
2015-04-01,0.5869140755600134,0.63340524244794,F2M,FR
2015-07-01,0.5877719930583367,0.6347304439252827,F2M,FR
2015-10-01,0.5892525841505434,0.6383801812217198,F2M,FR
2016-01-01,0.5906777426160338,0.6412301040722922,F2M,FR
2016-04-01,0.5921235772357724,0.6446704750150362,F2M,FR
2016-07-01,0.5925242091672047,0.6451517237264333,F2M,FR
2016-10-01,0.5943207056285298,0.6495067915020069,F2M,FR
2017-01-01,0.5953857743737836,0.6515758197294825,F2M,FR
2017-04-01,0.5965193199381762,0.654071744048715,F2M,FR
2017-07-01,0.5973714989227454,0.6556824745023613,F2M,FR
2017-10-01,0.5983580540804493,0.6582234758000517,F2M,FR
2018-01-01,0.597756487994179,0.6569105932361633,F2M,FR
2018-04-01,0.5975540082128192,0.6560505308071786,F2M,FR
2018-07-01,0.5965460137213153,0.6534137542074356,F2M,FR
2018-10-01,0.5966953266654969,0.6538053840723559,F2M,FR
2019-01-01,0.5966202553584841,0.6529239896836093,F2M,FR
2019-04-01,0.5965111010421387,0.652395254802192,F2M,FR
2019-07-01,0.5953156594023815,0.6496274646575548,F2M,FR
2019-10-01,0.5948466257668712,0.6483153230600862,F2M,FR
2020-01-01,0.5949067235625581,0.6480250348236908,F2M,FR
2020-04-01,0.5949571436083504,0.6479188762052918,F2M,FR
2020-07-01,0.5944383973461878,0.6461554737563453,F2M,FR
2020-10-01,0.5941772929789522,0.6449758671054223,F2M,FR
