REF_AREA,TIME_PERIOD,DWA_GRP,UNIT_MEASURE,BW,FW,DEP,HW,HW_NET,TW,DEBT,TW_NET
HR,2022-07-01,B50,EUR_R_POP,0.22803447999999998,0.008889465,1.759490338,5.299966925,3.5555208549999997,7.296381208,-2.721466751,4.574914457
HR,2022-10-01,B50,EUR_R_POP,0.235001244,0.008931973,1.832557294,5.437611497,3.6572084659999997,7.514102008,-2.751452829,4.762649179
HR,2023-01-01,B50,EUR_R_POP,0.24121510599999998,0.009232968,1.762500639,5.539993037,3.747411168,7.5529417500000005,-2.7804875239999998,4.772454226000001
HR,2023-04-01,B50,EUR_R_POP,0.24648029500000002,0.009139002,1.789357945,5.697924583,3.847822085,7.742901825,-2.862843469,4.880058355999999
HR,2023-07-01,B50,EUR_R_POP,0.249257257,0.010150401,1.846587568,5.768450306,3.849700533,7.874445531999999,-2.953871357,4.9205741750000005
HR,2023-10-01,B50,EUR_R_POP,0.254368978,0.009437477,1.850996161,5.932495122,3.97704634,8.047297738,-3.014318657,5.032979080999999
HR,2024-01-01,B50,EUR_R_POP,0.256324922,0.010601741,1.812066261,5.979393332,3.991403745,8.058386256,-3.080644758,4.977741498
HR,2024-04-01,B50,EUR_R_POP,0.25820068,0.010341119000000001,1.840037778,6.127292726,4.093641249000001,8.235872303,-3.1677613079999998,5.068110995000001
HR,2024-07-01,B50,EUR_R_POP,0.257957265,0.010514533,1.89761481,6.193616797,4.116111283,8.359703405,-3.2415317329999995,5.118171672
HR,2017-04-01,D10,EUR,13217.511615,6825.2688765,16620.40179,29245.08036,27044.956199,65908.2626415,-7672.6625380000005,58235.60010350001
HR,2017-07-01,D10,EUR,13401.543636999999,6935.6171006,17331.31347,29577.51318,27208.989231000003,67245.9873876,-7981.513212,59264.47417560001
HR,2017-10-01,D10,EUR,13633.027388999999,6970.022152199999,17446.59853,30323.36236,27741.03682,68373.0104312,-8292.841709,60080.168722200004
HR,2018-01-01,D10,EUR,13905.794652,6990.6368392,17344.56107,30800.16744,28062.862511,69041.1600012,-8621.414218,60419.7457832
HR,2018-04-01,D10,EUR,14207.232333,6940.4515704000005,17767.77883,31438.48777,28535.362011999998,70353.9505034,-9055.498064,61298.452439400004
HR,2018-07-01,D10,EUR,14471.008507999999,7078.789768600001,18445.71709,32226.61313,29152.657251,72222.1284966,-9385.909706999999,62836.218789599996
HR,2018-10-01,D10,EUR,14847.261035,6963.1788841,18689.96654,32845.87386,29541.170944999998,73346.2803191,-9784.126,63562.154319099995
HR,2019-01-01,D10,EUR,15150.793385,7233.0490322000005,18804.41905,33459.15605,29963.718213999997,74647.4175172,-10261.957068,64385.46044919999
HR,2019-04-01,D10,EUR,15569.895758999999,7643.7679635,18954.27116,34070.77907,30382.163327999995,76238.7139525,-10745.132241,65493.581711499995
HR,2019-07-01,D10,EUR,15932.933046,8224.984371300001,19453.39354,34350.63543,30462.932164,77961.9463873,-11119.082769,66842.8636183
HR,2019-10-01,D10,EUR,16233.407189999998,8388.5217576,19818.25368,34946.96378,30729.564968,79387.1464076,-11631.087763,67756.0586446
HR,2020-01-01,D10,EUR,16713.192599,6846.6988996,20541.2295,35559.88182,31065.003920000003,79661.00281860001,-12088.74723,67572.2555886
HR,2020-04-01,D10,EUR,17175.817347,7103.087872800001,20795.18349,35983.0298,31258.727287999995,81057.1185098,-12300.515053,68756.6034568
HR,2020-07-01,D10,EUR,17577.021944,7243.6779716,21246.77533,35223.23591,30237.846366000005,81290.7111556,-12668.780478,68621.9306776
HR,2020-10-01,D10,EUR,19138.000423999998,7556.2515772,21877.81689,35874.90851,30567.318443,84446.9774012,-12982.776197,71464.2012042
HR,2021-01-01,D10,EUR,19498.991782,7941.9173087,22251.08183,36469.09405,31027.991884,86161.0849707,-13092.265311,73068.8196597
HR,2021-04-01,D10,EUR,19894.603000000003,8032.0450284,22576.51635,36261.3848,30715.90716,86764.5491784,-13218.519639,73546.0295394
HR,2021-07-01,D10,EUR,20582.165850999998,8167.0070684,23453.83758,36942.19115,31238.994361999998,89145.2016494,-13397.555668,75747.6459814
HR,2021-10-01,D10,EUR,21118.269614,8260.069846999999,23951.99658,37032.75462,31244.305914,90363.090661,-13440.37689,76922.713771
HR,2022-01-01,D10,EUR,21635.282914000003,7838.757179100001,24295.60094,38289.94427,32408.694068,92059.5853031,-13585.896798,78473.6885051
HR,2022-04-01,D10,EUR,21996.364951,7455.1403633,24942.22048,39508.44265,33424.767676999996,93902.1684443,-13864.826291000001,80037.3421533
HR,2022-07-01,D10,EUR,22964.928663,7271.188746400001,26061.1677,39827.57836,33582.238506,96124.8634694,-14011.319131,82113.54433840001
HR,2022-10-01,D10,EUR,23703.854802,7424.613463599999,27116.30631,40190.5145,33818.545982999996,98435.2890756,-14087.878424,84347.4106516
HR,2023-01-01,D10,EUR,24207.110645,9116.584249,26017.67132,41439.91152,35008.121719,100781.277734,-14277.796446,86503.48128800001
HR,2023-04-01,D10,EUR,24722.86055,9816.154954,26385.87555,42652.00832,36015.829666,103576.899374,-14677.943155,88898.956219
HR,2023-07-01,D10,EUR,25067.80485,9712.485003,27281.53371,43328.9557,36463.105729,105390.779263,-15080.475075999999,90310.304187
HR,2023-10-01,D10,EUR,25472.88231,11229.772292999998,27228.14549,44279.66824,37285.382079999996,108210.468333,-15393.717681,92816.750652
HR,2024-01-01,D10,EUR,25648.77489,12581.231457,26570.1016,44622.72144,37510.540358,109422.829387,-15777.203425,93645.625962
HR,2024-04-01,D10,EUR,25701.553549999997,13352.769534,26983.35755,46223.27255,38946.287571,112260.953184,-16272.536547,95988.41663699999
HR,2024-07-01,D10,EUR,25783.01835,13930.662323,27865.64448,46106.54666,38670.623514,113685.87181299999,-16671.234104,97014.637709
HR,2017-04-01,D10,EUR_R_NH,88.63350535000001,45.766893124999996,111.4726227,196.0929827,181.3395667,441.96600387499996,-51.45431077,390.511693105
HR,2017-07-01,D10,EUR_R_NH,90.13030631,46.644327444,116.5666404,198.9128118,182.98366144,452.25408595399995,-53.6803861,398.5736998539999
HR,2017-10-01,D10,EUR_R_NH,91.48883620000001,46.773461405999996,117.0866249,203.4854224,186.15629313,458.834344906,-55.652341809999996,403.182003096
HR,2018-01-01,D10,EUR_R_NH,93.72215234000001,47.113588476000004,116.8889427,207.5674928,189.1211365,465.292176316,-58.100963809999996,407.191212506
HR,2018-04-01,D10,EUR_R_NH,94.28141498,46.05867936,117.9119957,208.6209422,189.35347442,466.87303224000004,-60.096753910000004,406.77627832999997
HR,2018-07-01,D10,EUR_R_NH,96.11952677,47.019957094000006,122.5148107,214.0455378,193.62772451,479.69983236400003,-62.34219795,417.357634414
HR,2018-10-01,D10,EUR_R_NH,98.42195717,46.160029658,123.8946932,217.7248625,195.81719448,486.201542528,-64.8596502,421.341892328
HR,2019-01-01,D10,EUR_R_NH,101.30049192,48.361646762999996,125.7293581,223.7146799,200.34340744,499.106176683,-68.61359743,430.4925792529999
HR,2019-04-01,D10,EUR_R_NH,103.6733962,50.896514269,126.2071028,226.8603411,202.29923592,507.63735436900004,-71.54723873,436.09011563900003
HR,2019-07-01,D10,EUR_R_NH,106.05342382,54.746926507,129.4815023,228.6420189,202.76504148,518.923871527,-74.00940141,444.91447011699995
HR,2019-10-01,D10,EUR_R_NH,108.4113946,56.020420132,132.3378648,233.3740286,205.21019036,530.143708132,-77.6724813,452.471226832
HR,2020-01-01,D10,EUR_R_NH,111.41581384,45.643509406999996,136.9393912,237.0569403,207.09189255,531.0556547470001,-80.59095295,450.4647017970001
HR,2020-04-01,D10,EUR_R_NH,114.42759235,47.321779049,138.5425074,239.7116375,208.23769686,540.003516299,-81.94819477,458.055321529
HR,2020-07-01,D10,EUR_R_NH,122.48696891,50.481337761999995,148.0656268,245.0996664,210.35704435999997,566.133599872,-88.28936708,477.84423279199984
HR,2020-10-01,D10,EUR_R_NH,132.60101355,52.351494985,151.5066333,248.0895261,211.31087137,584.548667935,-89.94465951000001,494.6040084249999
HR,2021-01-01,D10,EUR_R_NH,131.20934445,53.446518859,149.6942882,244.8986809,208.28589882999998,579.248832409,-88.10510264999999,491.143729759
HR,2021-04-01,D10,EUR_R_NH,139.72079302,56.403765226000004,158.5328932,254.2192101,215.26880513,608.8766615459999,-92.83330413,516.0433574159999
HR,2021-07-01,D10,EUR_R_NH,140.96517294,55.935178436,160.5811879,252.4027952,213.34022547,609.884334476,-91.75971564,518.1246188360001
HR,2021-10-01,D10,EUR_R_NH,147.17055038,57.564439015999994,166.9352512,257.5223831,217.18470927,629.192623696,-93.67249068000001,535.520133016
HR,2022-01-01,D10,EUR_R_NH,148.02392928,53.63442783000001,166.1936117,261.4067374,221.16933948,629.25870621,-92.95350853,536.30519768
HR,2022-04-01,D10,EUR_R_NH,146.52635143,49.664128076,166.112458,262.6428906,222.12022672999998,624.9458281059999,-92.36171146000001,532.584116646
HR,2022-07-01,D10,EUR_R_NH,154.99401383,49.074606558,175.857895,268.1788009,226.02566243,648.105316288,-94.5684296,553.5368866880001
HR,2022-10-01,D10,EUR_R_NH,165.30331559,51.774801315,189.0956674,279.6105817,235.17280059,685.784366005,-98.25227982000001,587.532086185
HR,2023-01-01,D10,EUR_R_NH,165.6479205,62.385212640000006,178.0255899,282.9419735,238.93479456,689.00069654,-97.70912478,591.29157176
HR,2023-04-01,D10,EUR_R_NH,169.13072373,67.14874287,180.470285,291.3268067,245.92697934,708.0765583,-100.41402557,607.66253273
HR,2023-07-01,D10,EUR_R_NH,170.1723039,65.93321934000001,185.2014926,293.3986025,246.79392933999998,714.70561834,-102.38301433999999,612.322604
HR,2023-10-01,D10,EUR_R_NH,175.1480405,77.21850796,187.1938784,303.885106,255.79328766,743.4455328600001,-105.84669034000001,637.59884252
HR,2024-01-01,D10,EUR_R_NH,177.65097938,87.13945149,184.0443805,308.6546112,259.39469345,757.48942257,-109.28190814999999,648.20751442
HR,2024-04-01,D10,EUR_R_NH,174.337185,90.56986909,182.9826882,313.072851,263.70647927000005,760.96259329,-110.37739816999999,650.58519512
HR,2024-07-01,D10,EUR_R_NH,178.34010884,96.35487406,192.6770532,318.4080798,266.96653746,785.7801159,-115.31009624000001,670.47001966
HR,2017-04-01,D10,EUR_R_POP,28.726835639999997,14.833887552,36.12406644,63.55542325,58.774337449,143.240212882,-16.674987091,126.56522579099999
HR,2017-07-01,D10,EUR_R_POP,29.00621298,15.011592099,37.51134903,64.01502606,58.889015443,145.544180169,-17.274695877,128.269484292
HR,2017-10-01,D10,EUR_R_POP,29.294032689999998,14.976834796999999,37.48731673,65.15511811,59.60688870600001,146.913302327,-17.818317684,129.094984643
HR,2018-01-01,D10,EUR_R_POP,29.8709267,15.016233308,37.2546932,66.15739917,60.27820994900001,148.299252378,-18.518149541,129.781102837
HR,2018-04-01,D10,EUR_R_POP,29.947526800000002,14.630336277,37.45423145,66.26867236,60.148475454999996,148.300766887,-19.089625195,129.211141692
HR,2018-07-01,D10,EUR_R_POP,30.32969443,14.836999637000002,38.65973058,67.54287949,61.100040820000004,151.369304137,-19.67225019,131.69705394700003
HR,2018-10-01,D10,EUR_R_POP,30.92921454,14.506162651,38.93562259,68.42252383,61.537739323000004,152.793523611,-20.383127527,132.410396084
HR,2019-01-01,D10,EUR_R_POP,31.689477959999998,15.129346244999999,39.33407363,69.98696132,62.675355544000006,156.139859155,-21.465508516,134.674350639
HR,2019-04-01,D10,EUR_R_POP,32.22219249,15.81926523,39.22833951,70.51167592,62.877660507,157.78147315,-22.238273803,135.543199347
HR,2019-07-01,D10,EUR_R_POP,32.7397692,16.901225449,39.97478216,70.58596362,62.597168066,160.20174042899998,-22.848460794,137.35327963499998
HR,2019-10-01,D10,EUR_R_POP,33.25166063,17.182800582,40.59392797,71.5835591,62.944866112,162.61194828200001,-23.824688538,138.787259744
HR,2020-01-01,D10,EUR_R_POP,34.01823692,13.936566487999999,41.81354824,72.37977008,63.230283301,162.14812172799998,-24.607807699,137.54031402899997
HR,2020-04-01,D10,EUR_R_POP,34.66905904,14.337640066,41.97724213,72.62779943,63.091743011,163.611740666,-24.829194529,138.782546137
HR,2020-07-01,D10,EUR_R_POP,37.660218369999996,15.521662177,45.52794768,75.30672276,64.62426981,174.01655098700002,-27.14709996,146.869451027
HR,2020-10-01,D10,EUR_R_POP,40.56686822,16.015899377,46.350216,75.8673939,64.61518045999999,178.800377497,-27.51692961,151.283447887
HR,2021-01-01,D10,EUR_R_POP,39.886413880000006,16.247720133,45.50854918,74.40482263,63.27493475,176.047505823,-26.78424382,149.263262003
HR,2021-04-01,D10,EUR_R_POP,43.18744127,17.433867239999998,49.00421685,78.53516183,66.49550190000001,188.16068719,-28.69481583,159.46587136
HR,2021-07-01,D10,EUR_R_POP,43.27945595,17.173415889,49.30306656,77.45325031,65.45999461,187.209188709,-28.172906160000004,159.036282549
HR,2021-10-01,D10,EUR_R_POP,45.65434002,17.857420037,51.78790451,79.80389234,67.29073869000001,195.103556907,-29.0596341,166.043922807
HR,2022-01-01,D10,EUR_R_POP,45.53180741,16.498152774999998,51.12055291,80.3341993,67.95726463999999,193.48471239499997,-28.59292057,164.89179182499998
HR,2022-04-01,D10,EUR_R_POP,44.65923404,15.137204507,50.62975208,79.99736249,67.64683476,190.423553117,-28.15135042,162.272202697
HR,2022-07-01,D10,EUR_R_POP,47.61113382,15.074780066999999,54.02067084,82.32539746,69.37649063,199.031982187,-29.0502506,169.981731587
HR,2022-10-01,D10,EUR_R_POP,51.19149673,16.03360167,58.56360761,86.53314133,72.77154311000001,212.32184734,-30.42811389,181.89373345
HR,2023-01-01,D10,EUR_R_POP,50.96972555,19.195940755000002,54.78115913,86.98714814,73.44661862000001,211.93397357499998,-30.066228119999998,181.86774545499998
HR,2023-04-01,D10,EUR_R_POP,51.91655935,20.611654208,55.39995676,89.39528707,75.45920738,217.323457388,-30.82386172,186.499595668
HR,2023-07-01,D10,EUR_R_POP,52.332196929999995,20.276143827,56.9565326,90.138938,75.80728676,219.703811357,-31.48662293,188.217188427
HR,2023-10-01,D10,EUR_R_POP,53.83577475,23.73537309,57.54057524,93.32557936,78.54350022,228.43730244,-32.53511077,195.90219166999998
HR,2024-01-01,D10,EUR_R_POP,54.49343704,26.729399647,56.45793519,94.59995666,79.48983675000001,232.28072853700002,-33.52238048,198.758348057
HR,2024-04-01,D10,EUR_R_POP,52.83907672,27.450159813000003,55.46042359,94.8716213,79.90897592,230.62128142300003,-33.45404107,197.167240353
HR,2024-07-01,D10,EUR_R_POP,54.67176716,29.538428945,59.06684005,97.57257878,81.80209082,240.84961493499998,-35.349424580000004,205.50019035499997
HR,2017-04-01,D06,EUR,123.71524181000001,43.743549028000004,941.8895337,4944.345319,4547.059926,6053.693643538,-713.679162,5340.014481538
HR,2017-07-01,D06,EUR,142.30591432,40.328906128999996,974.6662434,4927.782065,4555.6483748,6085.083128849,-705.496566,5379.586562849001
HR,2017-10-01,D06,EUR,145.49740084,38.293258980000004,942.2343582,4896.187069,4527.6638889999995,6022.21208702,-700.6781734000001,5321.53391362
HR,2018-01-01,D06,EUR,142.08853179,36.249256748,927.6617398,4923.197526,4575.8014018,6029.197054337999,-669.0881446,5360.108909737999
HR,2018-04-01,D06,EUR,157.33111149,36.352619217000004,933.0262016,4944.950589,4582.1772615,6071.660521307,-701.5116471,5370.148874207
HR,2018-07-01,D06,EUR,160.2414527,30.275494968000004,936.0169023,4964.871879,4613.304325200001,6091.405728968,-693.3231863,5398.082542668
HR,2018-10-01,D06,EUR,162.23535945,29.882967331,937.9389306,5010.569063,4660.3589827,6140.626320381,-714.6801166,5425.946203780999
HR,2019-01-01,D06,EUR,150.29406464,31.882085859,925.7186846,5036.904846,4701.513022900001,6144.799681099001,-702.6740019,5442.125679199001
HR,2019-04-01,D06,EUR,155.80216874,32.581483551,921.011618,5105.62673,4794.6142904,6215.022000290999,-698.1679909,5516.854009391
HR,2019-07-01,D06,EUR,158.29640984,30.19924006,912.9324556,5086.74796,4773.1559584999995,6188.1760655,-712.2423928000001,5475.9336727
HR,2019-10-01,D06,EUR,164.99812873000002,28.234873031,919.4590638,5203.525615,4894.5986502999995,6316.217680561,-739.0011836,5577.216496960999
HR,2020-01-01,D06,EUR,170.55361102,23.792753769,931.1634835,5196.474134,4924.2824461,6321.983982289001,-727.2561909,5594.727791389
HR,2020-04-01,D06,EUR,177.35261991000002,21.005017861,920.6410668,5245.645339,4992.965827,6364.644043570999,-754.6552813999999,5609.9887621709995
HR,2020-07-01,D06,EUR,183.585468448,19.801171504,924.3150541,5123.221655,4976.994743,6250.923349052,-649.931515,5600.991834052
HR,2020-10-01,D06,EUR,190.339728141,15.217472645,918.1070932,5161.983616,5006.0575975,6285.647909986001,-661.0392234999999,5624.608686486001
HR,2021-01-01,D06,EUR,162.713062228,15.314350790999999,918.9639256,5309.267693,5006.3836174,6406.259031619,-750.8884886000001,5655.370543019
HR,2021-04-01,D06,EUR,166.269295721,15.235269005,932.3354739,5376.230592,5051.3993534,6490.070630626,-751.9524908000001,5738.118139826
HR,2021-07-01,D06,EUR,181.991991199,15.244093197,962.4789896,5491.273903,5140.608169200001,6650.988976996001,-774.1148711999999,5876.874105796
HR,2021-10-01,D06,EUR,154.428914469,15.087154384,974.2140959,5562.25742,5187.6457213,6705.987584753,-805.5486224,5900.4389623530005
HR,2022-01-01,D06,EUR,141.88149940699998,16.030003189,1002.472374,5710.69245,5350.1587838,6871.0763265959995,-806.8147762000001,6064.261550396
HR,2022-04-01,D06,EUR,127.364831917,15.718132765,1026.850728,5884.136877,5462.7111789,7054.0705696820005,-874.7727524,6179.297817281999
HR,2022-07-01,D06,EUR,132.01921275400002,15.231818360999998,1075.399756,5985.458379,5553.1138426,7208.109166114999,-886.5675315999999,6321.541634515
HR,2022-10-01,D06,EUR,136.219309783,15.279650634000001,1097.588702,6140.186944,5699.0763177,7389.274606417,-885.5755564,6503.699050017
HR,2023-01-01,D06,EUR,137.90192232799998,15.041909695,1069.848834,6218.891536,5767.2578357,7441.684202023,-901.6936714,6539.990530622999
HR,2023-04-01,D06,EUR,141.21303052200003,15.623427422999999,1085.272466,6430.999635,5965.0139585,7673.1085589449995,-929.4514486,6743.657110345001
HR,2023-07-01,D06,EUR,145.60104265200002,13.376840455,1113.541035,6460.276866,5984.6686802,7732.795784107,-946.7521053,6786.043678807
HR,2023-10-01,D06,EUR,147.48970999,16.080722277,1125.851443,6688.074915,6204.5098644,7977.496790267,-966.5612823,7010.9355079669995
HR,2024-01-01,D06,EUR,128.839264716,13.249860689,1119.527487,6777.908049,6286.565696899999,8039.524661405,-998.6523087,7040.872352704999
HR,2024-04-01,D06,EUR,128.804215018,14.384724936,1143.191082,6932.912297,6431.162639,8219.292318954,-1033.8144401,7185.477878854
HR,2024-07-01,D06,EUR,133.15470514,14.625776354,1164.192857,6965.07597,6448.9459563,8277.049308493999,-1062.2174249,7214.831883593999
HR,2017-04-01,D06,EUR_R_NH,0.813551394,0.288729602,6.153434203,32.31389322,29.710134202999996,39.56960841899999,-4.677622726999999,34.891985692
HR,2017-07-01,D06,EUR_R_NH,0.9346182329999999,0.265586749,6.36511394,32.14386932,29.710721285,39.709188242,-4.612956329999999,35.09623191199999
HR,2017-10-01,D06,EUR_R_NH,0.9768908460000001,0.258131097,6.286935352,32.66459891,30.197915272000003,40.186556205,-4.687799921,35.498756284
HR,2018-01-01,D06,EUR_R_NH,0.9446147890000001,0.24075461399999998,6.152738392,32.63659628,30.333317142,39.974704075000005,-4.437273494,35.537430580999995
HR,2018-04-01,D06,EUR_R_NH,1.0424791340000001,0.24125337600000002,6.189674806,32.78953834,30.38522008,40.262945656,-4.652537606,35.61040805
HR,2018-07-01,D06,EUR_R_NH,1.076593965,0.20314803099999998,6.279820122,33.32173918,30.961718826000002,40.881301298,-4.655008962,36.226292336
HR,2018-10-01,D06,EUR_R_NH,1.090974544,0.201055444,6.298571227,33.6613853,31.306778197,41.251986515,-4.8034084450000005,36.448578069999996
HR,2019-01-01,D06,EUR_R_NH,1.016127692,0.215243854,6.244691943,33.99482354,31.732378158,41.470887029,-4.74123787,36.729649159
HR,2019-04-01,D06,EUR_R_NH,1.043206117,0.21817734,6.151504764,34.11720986,32.036720034000005,41.530098081000006,-4.6697204039999995,36.860377677
HR,2019-07-01,D06,EUR_R_NH,1.06525057,0.20256745199999998,6.148413268,34.2588817,32.1488992,41.67511299,-4.7940652440000004,36.881047746
HR,2019-10-01,D06,EUR_R_NH,1.097185783,0.18714100500000003,6.114126298,34.60716195,32.553018052,42.005615036,-4.914797741,37.090817294999994
HR,2020-01-01,D06,EUR_R_NH,1.14197456,0.159978243,6.244043796,34.80586253,32.987197108,42.351859129,-4.868701239,37.48315789
HR,2020-04-01,D06,EUR_R_NH,1.185406184,0.140136794,6.152598542,35.06573373,33.374702226,42.54387525,-5.046111187,37.497764063
HR,2020-07-01,D06,EUR_R_NH,1.22026048,0.131266837,6.146659743,34.06951665,33.091445211999996,41.567703709999996,-4.329758839,37.237944870999996
HR,2020-10-01,D06,EUR_R_NH,1.270755291,0.10176607800000001,6.123535434,34.45361709,33.40567505,41.949673892999996,-4.420377885,37.529296008
HR,2021-01-01,D06,EUR_R_NH,1.08390702,0.102213281,6.136074235,35.45047601,33.431480954,42.77267054600001,-5.005529351,37.767141195
HR,2021-04-01,D06,EUR_R_NH,1.110273437,0.10190244,6.235566832,35.97129915,33.799749638,43.419041859000004,-5.025784994,38.393256865000005
HR,2021-07-01,D06,EUR_R_NH,1.2040705280000001,0.100664515,6.363909191,36.31616958,33.996760027,43.984813814,-5.123575313,38.861238501
HR,2021-10-01,D06,EUR_R_NH,1.027298939,0.101066553,6.502610908,37.09802552,34.59939848,44.72900192,-5.372394577,39.356607343
HR,2022-01-01,D06,EUR_R_NH,0.9427585759999999,0.106781252,6.679101852,38.04039696,35.641429683000005,45.769038640000005,-5.371248972,40.397789668
HR,2022-04-01,D06,EUR_R_NH,0.848766144,0.104664311,6.834361286,39.17401825,36.369027446000004,46.96180999100001,-5.823516379,41.138293612000005
HR,2022-07-01,D06,EUR_R_NH,0.878139595,0.101269435,7.150419384,39.80982845,36.935987997,47.939656864,-5.89366884,42.045988023999996
HR,2022-10-01,D06,EUR_R_NH,0.9071804760000001,0.10192209399999999,7.31004015,40.8873029,37.958352567,49.206445620000004,-5.888598652,43.317846968000005
HR,2023-01-01,D06,EUR_R_NH,0.922519717,0.10083509600000001,7.170326341,41.64980681,38.627043246,49.843487964,-6.0390764059999995,43.804411558000005
HR,2023-04-01,D06,EUR_R_NH,0.941238114,0.10437085,7.24371324,42.89418832,39.788145377,51.183510524,-6.19839087,44.985119654
HR,2023-07-01,D06,EUR_R_NH,0.974495237,0.08947714600000001,7.467636747,43.32156915,40.130983107,51.85317828,-6.350528526,45.502649754000004
HR,2023-10-01,D06,EUR_R_NH,0.983208447,0.10709333199999999,7.494145102,44.53741091,41.318442745,53.121857791,-6.434814286,46.687043505
HR,2024-01-01,D06,EUR_R_NH,0.856729334,0.08861770399999999,7.433626383,45.05312109,41.786198317,53.432094511,-6.637580782000001,46.794513728999995
HR,2024-04-01,D06,EUR_R_NH,0.857340004,0.095772785,7.609706013,46.15707237,42.815387523,54.719891172000004,-6.883733973,47.836157199000006
HR,2024-07-01,D06,EUR_R_NH,0.891869491,0.097882738,7.802878692,46.6698858,43.212208262000004,55.462516721,-7.115414941,48.34710178
HR,2017-04-01,D06,EUR_R_POP,0.31726135499999997,0.11260395100000001,2.411736728,12.66023946,11.640979014,15.501841494,-1.830864407,13.670977087
HR,2017-07-01,D06,EUR_R_POP,0.369115259,0.10499017299999999,2.519508021,12.72871126,11.765282433000001,15.722324713,-1.826292265,13.896032448000001
HR,2017-10-01,D06,EUR_R_POP,0.38438771400000005,0.101719327,2.48308865,12.9060019,11.932067344,15.875197591,-1.849934774,14.025262817
HR,2018-01-01,D06,EUR_R_POP,0.378638544,0.096681553,2.469813619,13.10385871,12.178833820000001,16.048992426,-1.781561517,14.267430909000002
HR,2018-04-01,D06,EUR_R_POP,0.42396338,0.098209409,2.51931737,13.34311611,12.365272654,16.384606269000002,-1.8925366160000001,14.492069652999998
HR,2018-07-01,D06,EUR_R_POP,0.442604193,0.083524836,2.587203343,13.72612867,12.755160227,16.839461042,-1.915590077,14.923870964999999
HR,2018-10-01,D06,EUR_R_POP,0.451680129,0.083122837,2.61721688,13.98196253,13.00608689,17.133982376000002,-1.992258815,15.141723561
HR,2019-01-01,D06,EUR_R_POP,0.42808916,0.09054535600000001,2.639047074,14.36021633,13.405242441,17.51789792,-2.001019112,15.516878808
HR,2019-04-01,D06,EUR_R_POP,0.443800692,0.092489298,2.623176485,14.54267307,13.658027016999998,17.702139545,-1.986331124,15.715808421000002
HR,2019-07-01,D06,EUR_R_POP,0.45491227100000003,0.086395785,2.628815692,14.64429735,13.743058816000001,17.814421098,-2.047853515,15.766567583
HR,2019-10-01,D06,EUR_R_POP,0.47131400700000003,0.079732863,2.628839072,14.88186001,13.999198145000001,18.061745952000003,-2.1122765379999997,15.949469414
HR,2020-01-01,D06,EUR_R_POP,0.49812968399999996,0.06946414399999999,2.725528835,15.19431396,14.399557253000001,18.487436623,-2.125246017,16.362190606000002
HR,2020-04-01,D06,EUR_R_POP,0.520192169,0.061282903,2.70054787,15.39531159,14.651738992,18.677334532,-2.214341073,16.462993459
HR,2020-07-01,D06,EUR_R_POP,0.547112137,0.058593791,2.754664536,15.27280538,14.83947089,18.633175844,-1.933049877,16.700125967
HR,2020-10-01,D06,EUR_R_POP,0.5746442629999999,0.045716148,2.773883515,15.59685465,15.130340463,18.991098576,-1.9905943830000001,17.000504192999998
HR,2021-01-01,D06,EUR_R_POP,0.492979454,0.046425114,2.804598366,16.20517752,15.286031126,19.549180454,-2.279707039,17.269473415
HR,2021-04-01,D06,EUR_R_POP,0.506387865,0.046410721,2.858628879,16.48993628,15.499025099999999,19.901363745,-2.296036405,17.60532734
HR,2021-07-01,D06,EUR_R_POP,0.550570911,0.045676314,2.911766532,16.62196582,15.566430398,20.129979577,-2.335139886,17.794839691
HR,2021-10-01,D06,EUR_R_POP,0.465860893,0.04558378,2.954175695,16.86699287,15.735149643,20.332613238,-2.4357399290000004,17.896873309
HR,2022-01-01,D06,EUR_R_POP,0.42608073900000004,0.048260317999999996,3.038060053,17.31530849,16.228364957,20.8277096,-2.4368406279999997,18.390868972
HR,2022-04-01,D06,EUR_R_POP,0.38183803099999997,0.046985585999999996,3.0779995000000002,17.66185021,16.399726305,21.168673327,-2.62006903,18.548604297
HR,2022-07-01,D06,EUR_R_POP,0.395559002,0.045581188,3.225599452,17.96723358,16.673119984,21.633973221999998,-2.655448963,18.978524258999997
HR,2022-10-01,D06,EUR_R_POP,0.409306153,0.045943799,3.308905419,18.5129953,17.188126834,22.277150670999998,-2.663276678,19.613873993000002
HR,2023-01-01,D06,EUR_R_POP,0.416556421,0.045343602999999996,3.240805459,18.8430817,17.478947791,22.545787182999998,-2.725859741,19.819927441999997
HR,2023-04-01,D06,EUR_R_POP,0.4252826,0.047081493999999995,3.276905089,19.4207961,18.017912581,23.170065283,-2.800319461,20.369745822
HR,2023-07-01,D06,EUR_R_POP,0.43942204700000004,0.0405586,3.370022379,19.5758842,18.137207028000002,23.425887226,-2.863772881,20.562114345
HR,2023-10-01,D06,EUR_R_POP,0.44294951800000004,0.048107700999999996,3.379283938,20.10535902,18.654308739,23.975700177000004,-2.899837935,21.075862242
HR,2024-01-01,D06,EUR_R_POP,0.386345953,0.039978704000000004,3.356403143,20.35454498,18.881552127,24.13727278,-2.992198269,21.145074511
HR,2024-04-01,D06,EUR_R_POP,0.38606336799999996,0.043261443999999996,3.427646746,20.8122155,19.309095129,24.669187058000002,-3.097285123,21.571901935000003
