REF_AREA,TIME_PERIOD,DWA_GRP,UNIT_MEASURE,BW,FW,DEP,HW,HW_NET,TW,DEBT,TW_NET
AT,2010-10-01,B50,EUR,2527.87,8429.16,25477.87,28856.92,-1061.75,65291.81999999999,-41872.38,23419.439999999995
AT,2011-01-01,B50,EUR,2542.4,8295.470000000001,26000.98,28470.12,-529.6900000000023,65308.97,-40249.97,25059
AT,2011-04-01,B50,EUR,2578.01,8362.24,26210.57,30540.86,-1374.4599999999991,67691.68,-43770.770000000004,23920.90999999999
AT,2011-07-01,B50,EUR,2613.41,8294.92,26770.42,30501.88,-761.2299999999996,68180.63,-42725.41,25455.22
AT,2011-10-01,B50,EUR,2559.16,8236.09,27155.28,31056.48,-753.5499999999993,69007.01,-42980.11,26026.899999999994
AT,2012-01-01,B50,EUR,2247.93,8383.57,28192.77,30301.28,706.1699999999983,69125.55,-40239.99,28885.560000000005
AT,2012-04-01,B50,EUR,2317.9900000000002,8366.06,28688.94,31203.47,752.8300000000017,70576.46,-41174.56,29401.899999999994
AT,2012-07-01,B50,EUR,2269.4300000000003,8462.45,28676.49,31735.54,930.0800000000017,71143.91,-41655.63,29488.280000000006
AT,2012-10-01,B50,EUR,2194.89,8468.42,29047.2,32846.31,804.2099999999991,72556.81999999999,-42809.93,29746.890000000007
AT,2013-01-01,B50,EUR,2147.04,8500.08,29650.82,33168.08,1479.4600000000028,73466.01999999999,-42463.53,31002.490000000005
AT,2013-04-01,B50,EUR,2105.67,8470.41,29950.84,32801.43,2167.4500000000007,73328.35,-41471.05,31857.300000000003
AT,2013-07-01,B50,EUR,2059.2599999999998,8554.699999999999,30359.45,33530.37,2407.590000000004,74503.78,-42108.79,32394.989999999998
AT,2013-10-01,B50,EUR,1991.84,8602.36,30907.77,34747.34,2450.4599999999955,76249.31,-43106.4,33142.909999999996
AT,2014-01-01,B50,EUR,1982.81,8795.779999999999,31464.7,33622.8,3469.670000000002,75866.09,-40699.33,35166.759999999995
AT,2014-04-01,B50,EUR,1704.68,8971.15,32135.03,33554.52,4609.999999999996,76365.38,-39536.06,36829.32000000001
AT,2014-07-01,B50,EUR,1637.25,9018.73,32323.67,34289.34,4646.109999999997,77268.98999999999,-40373.96,36895.02999999999
AT,2014-10-01,B50,EUR,1604.3,9166.43,33275.77,35368.4,4789.170000000002,79414.9,-41203.13,38211.77
AT,2015-01-01,B50,EUR,1958.69,9408.720000000001,33618.89,36368.02,4455.879999999997,81354.32,-42479.619999999995,38874.70000000001
AT,2015-04-01,B50,EUR,1955.88,9403.71,33617.3,36545.93,4211.119999999999,81522.82,-42653.53,38869.29000000001
AT,2015-07-01,B50,EUR,1949.71,9529.89,33559.73,36416.49,4233.2199999999975,81455.82,-42449.43,39006.39000000001
AT,2015-10-01,B50,EUR,1809.47,9723.93,34392.66,36554.1,4642.889999999999,82480.16,-41734.28,40745.880000000005
AT,2016-01-01,B50,EUR,1878.35,9844.76,34753.76,35990.09,5184.269999999997,82466.95999999999,-40415.39,42051.56999999999
AT,2016-04-01,B50,EUR,1922.3799999999999,9942.41,35055.95,36268.83,5349.420000000002,83189.57,-40418.97,42770.600000000006
AT,2016-07-01,B50,EUR,2017.6599999999999,10047.029999999999,35114.07,37454.53,4836.189999999999,84633.29000000001,-42172.53,42460.759999999995
AT,2016-10-01,B50,EUR,2124.91,10894.75,35584.66,38047.09,5315.509999999995,86651.41,-42523.32,44128.090000000004
AT,2017-01-01,B50,EUR,2086.92,11027.3,35845.49,38059.86,5573.9000000000015,87019.57,-42097.66,44921.91
AT,2017-04-01,B50,EUR,2163.74,10980.93,36715.8,37217.29,6079.580000000002,87077.76000000001,-40594.05,46483.71000000001
AT,2017-07-01,B50,EUR,2180.31,10850.21,36745.6,37304.6,6331.2199999999975,87080.72,-40745.520000000004,46335.2
AT,2017-10-01,B50,EUR,2000.42,10810.93,37037.63,39004.13,5293.659999999996,88853.10999999999,-42286.46,46566.64999999999
AT,2018-01-01,B50,EUR,2090.59,10737.99,37800.43,38294.5,6125.66,88923.51000000001,-40598.68,48324.83000000001
AT,2018-04-01,B50,EUR,2096.2,10690.66,38583.98,39330.41,6237.570000000007,90701.25,-41519.49,49181.76
AT,2018-07-01,B50,EUR,2128.48,10520.02,38234.77,39372.2,6479.259999999995,90255.47,-41529.810000000005,48725.659999999996
AT,2018-10-01,B50,EUR,2148.87,10281.98,39270.83,39990.02,6505.169999999998,91691.7,-42132.42,49559.28
AT,2019-01-01,B50,EUR,2166.2000000000003,10541.04,39407.95,39902.09,7203.189999999995,92017.28,-41429.95,50587.33
AT,2019-04-01,B50,EUR,2179.09,10714.779999999999,40228.27,40586.67,7648.8399999999965,93708.81,-41725.92,51982.89
AT,2019-07-01,B50,EUR,2246.6,10868.97,40235.59,41429.41,7415.4000000000015,94780.57,-42902.32,51878.25000000001
AT,2019-10-01,B50,EUR,2262.55,10588,41274.2,41918.97,7730.959999999999,96043.72,-42828.29,53215.43
AT,2020-01-01,B50,EUR,2298.9399999999996,10367.990000000002,41380.86,40536.77,8629.369999999995,94584.56,-41016.92,53567.64
AT,2020-04-01,B50,EUR,2352.9300000000003,10593.25,42575.5,40778.28,9869.369999999999,96299.95999999999,-40036.45,56263.509999999995
AT,2020-07-01,B50,EUR,2398.18,10573.15,43048.27,40680.08,10800.440000000002,96699.68,-39042.61,57657.06999999999
AT,2020-10-01,B50,EUR,2472.26,10569.55,44489.09,42203.95,11327.579999999998,99734.84999999999,-39918.99,59815.85999999999
AT,2021-01-01,B50,EUR,2347.44,10179.32,44896.89,41085.78,12748.89,98509.43,-37286.35,61223.079999999994
AT,2021-04-01,B50,EUR,2390.04,10096.720000000001,46193.75,41621.75,13277.630000000001,100302.26000000001,-37163.19,63139.07000000001
AT,2021-07-01,B50,EUR,2493.7,9906.08,46419.38,41893.53,13936.91,100712.69,-36862.89,63849.8
AT,2021-10-01,B50,EUR,2609.41,10019.72,47785.71,42140.13,14633.359999999997,102554.97,-36406.82,66148.15
AT,2022-01-01,B50,EUR,2677.97,9451.16,48205.9,40925.3,15333.610000000004,101260.33,-34610.5,66649.83
AT,2022-04-01,B50,EUR,2739.18,9114.27,49413.73,40666.1,15725.919999999998,101933.28,-34027.47,67905.81
AT,2022-07-01,B50,EUR,2549.33,8821.77,49845.26,41009.93,16157.59,102226.29000000001,-33945.65,68280.64000000001
AT,2022-10-01,B50,EUR,2572.5,8754.61,49804.82,41197.77,16013.859999999997,102329.7,-34243.2,68086.5
AT,2023-01-01,B50,EUR,2595.3199999999997,8795.57,49514.18,40852.66,16240.420000000002,101757.73000000001,-33659.64,68098.09000000001
AT,2023-04-01,B50,EUR,2619.0299999999997,8814.06,49874.7,40798.83,16293.150000000001,102106.62,-33549.62,68557
AT,2023-07-01,B50,EUR,2604.3599999999997,8634.460000000001,49625.99,40603.14,16183.009999999998,101467.95,-33488.2,67979.75
AT,2023-10-01,B50,EUR,2617.05,8978.26,50103.45,41482.42,16338.779999999999,103181.18,-34175.67,69005.51
AT,2024-01-01,B50,EUR,2635.5899999999997,9094.9,50518.92,40900.44,16405.550000000003,103149.85,-33562.8,69587.05
AT,2024-04-01,B50,EUR,2654.5,9026.72,51024.45,41174.21,16651.04,103879.88,-33634.149999999994,70245.73000000001
AT,2024-07-01,B50,EUR,2493.34,9179.82,51305.18,39191.07,17483.329999999998,102169.41,-30879.030000000002,71290.38
AT,2010-10-01,B50,EUR_R_NH,1.29,4.27,12.93,14.64,-0.5399999999999991,33.129999999999995,-21.24,11.889999999999997
AT,2011-01-01,B50,EUR_R_NH,1.29,4.2,13.17,14.42,-0.2699999999999996,33.08,-20.39,12.689999999999998
AT,2011-04-01,B50,EUR_R_NH,1.31,4.23,13.27,15.46,-0.6999999999999993,34.269999999999996,-22.16,12.110000000000003
AT,2011-07-01,B50,EUR_R_NH,1.32,4.18,13.54,15.42,-0.39000000000000057,34.46,-21.61,12.850000000000001
AT,2011-10-01,B50,EUR_R_NH,1.29,4.17,13.72,15.69,-0.3800000000000008,34.87,-21.71,13.159999999999997
AT,2012-01-01,B50,EUR_R_NH,1.1400000000000001,4.23,14.22,15.29,0.35999999999999943,34.88,-20.3,14.580000000000002
AT,2012-04-01,B50,EUR_R_NH,1.17,4.21,14.46,15.73,0.3800000000000008,35.57,-20.759999999999998,14.810000000000002
AT,2012-07-01,B50,EUR_R_NH,1.1500000000000001,4.25,14.43,15.97,0.46000000000000085,35.8,-20.97,14.829999999999998
AT,2012-10-01,B50,EUR_R_NH,1.1,4.26,14.61,16.52,0.3999999999999986,36.489999999999995,-21.54,14.949999999999996
AT,2013-01-01,B50,EUR_R_NH,1.08,4.27,14.9,16.66,0.7400000000000002,36.91,-21.33,15.579999999999998
AT,2013-04-01,B50,EUR_R_NH,1.05,4.25,15.03,16.46,1.08,36.79,-20.82,15.969999999999999
AT,2013-07-01,B50,EUR_R_NH,1.03,4.29,15.22,16.81,1.1999999999999993,37.35,-21.119999999999997,16.229999999999997
AT,2013-10-01,B50,EUR_R_NH,1,4.3100000000000005,15.48,17.41,1.2300000000000004,38.2,-21.59,16.610000000000003
AT,2014-01-01,B50,EUR_R_NH,0.99,4.390000000000001,15.74,16.82,1.7400000000000002,37.940000000000005,-20.36,17.58
AT,2014-04-01,B50,EUR_R_NH,0.85,4.48,16.06,16.77,2.299999999999999,38.16,-19.76,18.399999999999995
AT,2014-07-01,B50,EUR_R_NH,0.8200000000000001,4.5,16.14,17.12,2.3200000000000003,38.58,-20.16,18.419999999999998
AT,2014-10-01,B50,EUR_R_NH,0.8,4.5600000000000005,16.6,17.64,2.3900000000000006,39.6,-20.55,19.05
AT,2015-01-01,B50,EUR_R_NH,0.97,4.68,16.71,18.08,2.209999999999999,40.44,-21.119999999999997,19.32
AT,2015-04-01,B50,EUR_R_NH,0.97,4.66,16.67,18.12,2.09,40.42,-21.150000000000002,19.27
AT,2015-07-01,B50,EUR_R_NH,0.97,4.71,16.6,18.01,2.0900000000000016,40.290000000000006,-21,19.290000000000006
AT,2015-10-01,B50,EUR_R_NH,0.9,4.79,16.96,18.03,2.290000000000001,40.68000000000001,-20.58,20.10000000000001
AT,2016-01-01,B50,EUR_R_NH,0.9299999999999999,4.84,17.1,17.7,2.549999999999999,40.57,-19.880000000000003,20.689999999999998
AT,2016-04-01,B50,EUR_R_NH,0.95,4.87,17.19,17.78,2.620000000000001,40.790000000000006,-19.82,20.970000000000006
AT,2016-07-01,B50,EUR_R_NH,0.99,4.91,17.17,18.32,2.370000000000001,41.39,-20.619999999999997,20.770000000000003
AT,2016-10-01,B50,EUR_R_NH,1.03,5.32,17.36,18.56,2.589999999999998,42.269999999999996,-20.75,21.519999999999996
AT,2017-01-01,B50,EUR_R_NH,1.02,5.36,17.43,18.51,2.710000000000001,42.32,-20.47,21.85000000000001
AT,2017-04-01,B50,EUR_R_NH,1.05,5.32,17.81,18.06,2.9499999999999993,42.239999999999995,-19.7,22.539999999999996
AT,2017-07-01,B50,EUR_R_NH,1.05,5.24,17.77,18.04,3.0599999999999987,42.099999999999994,-19.71,22.389999999999993
AT,2017-10-01,B50,EUR_R_NH,0.97,5.22,17.88,18.83,2.5599999999999987,42.89999999999999,-20.41,22.49
AT,2018-01-01,B50,EUR_R_NH,1.01,5.17,18.19,18.43,2.9499999999999993,42.8,-19.54,23.259999999999998
AT,2018-04-01,B50,EUR_R_NH,1.01,5.13,18.52,18.88,2.9999999999999982,43.54,-19.92,23.619999999999997
AT,2018-07-01,B50,EUR_R_NH,1.02,5.04,18.31,18.85,3.1000000000000014,43.22,-19.89,23.33
AT,2018-10-01,B50,EUR_R_NH,1.03,4.91,18.75,19.1,3.110000000000001,43.790000000000006,-20.12,23.670000000000005
AT,2019-01-01,B50,EUR_R_NH,1.03,5.0200000000000005,18.78,19.01,3.4300000000000015,43.84,-19.740000000000002,24.1
AT,2019-04-01,B50,EUR_R_NH,1.04,5.1,19.12,19.29,3.629999999999999,44.55,-19.84,24.709999999999997
AT,2019-07-01,B50,EUR_R_NH,1.06,5.15,19.07,19.64,3.5199999999999996,44.92,-20.330000000000002,24.59
AT,2019-10-01,B50,EUR_R_NH,1.07,5,19.51,19.81,3.6499999999999986,45.39,-20.240000000000002,25.15
AT,2020-01-01,B50,EUR_R_NH,1.09,4.890000000000001,19.52,19.12,4.07,44.620000000000005,-19.35,25.270000000000003
AT,2020-04-01,B50,EUR_R_NH,1.11,4.98,20.02,19.18,4.640000000000001,45.29,-18.83,26.46
AT,2020-07-01,B50,EUR_R_NH,1.12,4.95,20.2,19.08,5.059999999999999,45.349999999999994,-18.32,27.029999999999994
AT,2020-10-01,B50,EUR_R_NH,1.1600000000000001,4.95,20.82,19.75,5.300000000000001,46.68,-18.68,28
AT,2021-01-01,B50,EUR_R_NH,1.1,4.75,20.96,19.18,5.949999999999999,45.99,-17.41,28.580000000000002
AT,2021-04-01,B50,EUR_R_NH,1.11,4.7,21.5,19.37,6.1800000000000015,46.68,-17.29,29.390000000000008
AT,2021-07-01,B50,EUR_R_NH,1.1600000000000001,4.6,21.56,19.46,6.470000000000001,46.78,-17.13,29.650000000000002
AT,2021-10-01,B50,EUR_R_NH,1.21,4.66,22.2,19.58,6.799999999999999,47.65,-16.91,30.74
AT,2022-01-01,B50,EUR_R_NH,1.2400000000000002,4.39,22.4,19.02,7.129999999999999,47.05,-16.080000000000002,30.969999999999995
AT,2022-04-01,B50,EUR_R_NH,1.27,4.2299999999999995,22.94,18.88,7.299999999999999,47.32,-15.8,31.52
AT,2022-07-01,B50,EUR_R_NH,1.1800000000000002,4.1,23.14,19.04,7.5,47.46,-15.759999999999998,31.700000000000003
AT,2022-10-01,B50,EUR_R_NH,1.2000000000000002,4.07,23.14,19.14,7.440000000000001,47.55,-15.91,31.639999999999997
AT,2023-01-01,B50,EUR_R_NH,1.2000000000000002,4.1,22.99,18.97,7.539999999999999,47.26,-15.629999999999999,31.63
AT,2023-04-01,B50,EUR_R_NH,1.2200000000000002,4.09,23.17,18.95,7.5699999999999985,47.43,-15.580000000000002,31.850000000000005
AT,2023-07-01,B50,EUR_R_NH,1.21,4.01,23.04,18.85,7.510000000000002,47.11,-15.55,31.56
AT,2023-10-01,B50,EUR_R_NH,1.21,4.16,23.26,19.26,7.590000000000002,47.89,-15.86,32.03
AT,2024-01-01,B50,EUR_R_NH,1.23,4.23,23.47,19,7.619999999999999,47.93,-15.59,32.34
AT,2024-04-01,B50,EUR_R_NH,1.2400000000000002,4.2,23.69,19.12,7.73,48.25,-15.620000000000001,32.629999999999995
AT,2024-07-01,B50,EUR_R_NH,1.1600000000000001,4.26,23.81,18.19,8.120000000000001,47.42,-14.33,33.09
AT,2010-10-01,B50,EUR_R_POP,0.68,2.29,6.93,7.85,-0.28000000000000114,17.75,-11.38,6.369999999999999
AT,2011-01-01,B50,EUR_R_POP,0.6900000000000001,2.26,7.08,7.75,-0.1299999999999999,17.78,-10.94,6.840000000000002
AT,2011-04-01,B50,EUR_R_POP,0.7000000000000001,2.27,7.12,8.29,-0.370000000000001,18.38,-11.88,6.499999999999998
AT,2011-07-01,B50,EUR_R_POP,0.7100000000000001,2.25,7.27,8.28,-0.20000000000000107,18.509999999999998,-11.59,6.919999999999998
AT,2011-10-01,B50,EUR_R_POP,0.6900000000000001,2.25,7.37,8.42,-0.21000000000000085,18.73,-11.66,7.07
AT,2012-01-01,B50,EUR_R_POP,0.62,2.28,7.68,8.25,0.1899999999999995,18.83,-10.96,7.8699999999999974
AT,2012-04-01,B50,EUR_R_POP,0.63,2.27,7.8,8.48,0.21000000000000085,19.18,-11.18,8
AT,2012-07-01,B50,EUR_R_POP,0.61,2.3,7.78,8.61,0.25,19.3,-11.299999999999999,7.999999999999998
AT,2012-10-01,B50,EUR_R_POP,0.6,2.3,7.86,8.89,0.22000000000000064,19.650000000000002,-11.59,8.059999999999999
AT,2013-01-01,B50,EUR_R_POP,0.58,2.31,8.03,8.98,0.40000000000000036,19.9,-11.5,8.399999999999999
AT,2013-04-01,B50,EUR_R_POP,0.57,2.29,8.12,8.89,0.5899999999999999,19.869999999999997,-11.24,8.629999999999997
AT,2013-07-01,B50,EUR_R_POP,0.55,2.31,8.22,9.07,0.6500000000000004,20.15,-11.39,8.760000000000002
AT,2013-10-01,B50,EUR_R_POP,0.54,2.32,8.34,9.38,0.6600000000000001,20.58,-11.64,8.939999999999998
AT,2014-01-01,B50,EUR_R_POP,0.54,2.37,8.51,9.09,0.9299999999999997,20.509999999999998,-11.01,9.499999999999998
AT,2014-04-01,B50,EUR_R_POP,0.46,2.42,8.7,9.08,1.2400000000000002,20.66,-10.71,9.949999999999996
AT,2014-07-01,B50,EUR_R_POP,0.44,2.44,8.73,9.26,1.25,20.87,-10.91,9.959999999999997
AT,2014-10-01,B50,EUR_R_POP,0.43,2.47,8.97,9.53,1.2899999999999991,21.4,-11.1,10.299999999999999
AT,2015-01-01,B50,EUR_R_POP,0.53,2.53,9.02,9.75,1.1899999999999995,21.83,-11.39,10.439999999999998
AT,2015-04-01,B50,EUR_R_POP,0.52,2.5100000000000002,8.97,9.76,1.129999999999999,21.759999999999998,-11.38,10.379999999999997
AT,2015-07-01,B50,EUR_R_POP,0.52,2.52,8.93,9.69,1.129999999999999,21.66,-11.290000000000001,10.369999999999996
AT,2015-10-01,B50,EUR_R_POP,0.48,2.58,9.12,9.69,1.2299999999999986,21.869999999999997,-11.06,10.809999999999997
AT,2016-01-01,B50,EUR_R_POP,0.5,2.6,9.19,9.51,1.3699999999999992,21.799999999999997,-10.68,11.119999999999997
AT,2016-04-01,B50,EUR_R_POP,0.5,2.61,9.22,9.54,1.3999999999999986,21.869999999999997,-10.64,11.229999999999997
AT,2016-07-01,B50,EUR_R_POP,0.53,2.63,9.19,9.8,1.2700000000000014,22.15,-11.03,11.12
AT,2016-10-01,B50,EUR_R_POP,0.56,2.8400000000000003,9.27,9.92,1.3900000000000006,22.59,-11.079999999999998,11.510000000000002
AT,2017-01-01,B50,EUR_R_POP,0.54,2.87,9.3,9.87,1.4399999999999995,22.58,-10.92,11.659999999999998
AT,2017-04-01,B50,EUR_R_POP,0.56,2.85,9.54,9.67,1.58,22.619999999999997,-10.54,12.079999999999998
AT,2017-07-01,B50,EUR_R_POP,0.56,2.8000000000000003,9.5,9.64,1.6300000000000008,22.5,-10.53,11.97
AT,2017-10-01,B50,EUR_R_POP,0.52,2.7800000000000002,9.54,10.05,1.3600000000000012,22.89,-10.899999999999999,11.990000000000002
AT,2018-01-01,B50,EUR_R_POP,0.54,2.7600000000000002,9.73,9.86,1.58,22.89,-10.45,12.440000000000001
AT,2018-04-01,B50,EUR_R_POP,0.54,2.7399999999999998,9.88,10.07,1.5899999999999999,23.23,-10.64,12.59
AT,2018-07-01,B50,EUR_R_POP,0.54,2.69,9.77,10.06,1.6600000000000001,23.060000000000002,-10.61,12.450000000000003
AT,2018-10-01,B50,EUR_R_POP,0.54,2.61,9.99,10.17,1.6500000000000004,23.310000000000002,-10.719999999999999,12.590000000000003
AT,2019-01-01,B50,EUR_R_POP,0.55,2.6799999999999997,9.99,10.12,1.83,23.339999999999996,-10.5,12.839999999999996
AT,2019-04-01,B50,EUR_R_POP,0.55,2.7,10.17,10.26,1.9399999999999995,23.68,-10.540000000000001,13.139999999999999
AT,2019-07-01,B50,EUR_R_POP,0.56,2.7399999999999998,10.11,10.41,1.8599999999999994,23.82,-10.780000000000001,13.04
AT,2019-10-01,B50,EUR_R_POP,0.56,2.6399999999999997,10.34,10.5,1.9399999999999995,24.04,-10.72,13.319999999999999
AT,2020-01-01,B50,EUR_R_POP,0.5700000000000001,2.5900000000000003,10.36,10.15,2.16,23.67,-10.27,13.400000000000002
AT,2020-04-01,B50,EUR_R_POP,0.5800000000000001,2.64,10.63,10.18,2.46,24.03,-10,14.030000000000001
AT,2020-07-01,B50,EUR_R_POP,0.5900000000000001,2.64,10.73,10.14,2.6900000000000004,24.1,-9.73,14.370000000000001
AT,2020-10-01,B50,EUR_R_POP,0.6100000000000001,2.63,11.04,10.47,2.8100000000000005,24.75,-9.9,14.85
AT,2021-01-01,B50,EUR_R_POP,0.5800000000000001,2.52,11.13,10.19,3.17,24.42,-9.24,15.180000000000001
AT,2021-04-01,B50,EUR_R_POP,0.5900000000000001,2.49,11.41,10.28,3.2799999999999994,24.77,-9.18,15.59
AT,2021-07-01,B50,EUR_R_POP,0.6200000000000001,2.44,11.44,10.33,3.4400000000000004,24.83,-9.09,15.739999999999998
AT,2021-10-01,B50,EUR_R_POP,0.6399999999999999,2.4699999999999998,11.81,10.41,3.62,25.33,-8.99,16.339999999999996
AT,2022-01-01,B50,EUR_R_POP,0.6599999999999999,2.34,11.97,10.16,3.8100000000000005,25.130000000000003,-8.59,16.540000000000003
AT,2022-04-01,B50,EUR_R_POP,0.6699999999999999,2.26,12.27,10.09,3.8999999999999995,25.29,-8.45,16.84
AT,2022-07-01,B50,EUR_R_POP,0.6299999999999999,2.19,12.38,10.18,4.01,25.380000000000003,-8.43,16.950000000000003
AT,2022-10-01,B50,EUR_R_POP,0.6399999999999999,2.17,12.37,10.23,3.9800000000000004,25.409999999999997,-8.5,16.91
AT,2023-01-01,B50,EUR_R_POP,0.6499999999999999,2.1799999999999997,12.29,10.14,4.03,25.259999999999998,-8.36,16.9
AT,2023-04-01,B50,EUR_R_POP,0.6499999999999999,2.19,12.38,10.13,4.050000000000001,25.35,-8.33,17.020000000000003
AT,2023-07-01,B50,EUR_R_POP,0.6499999999999999,2.1399999999999997,12.32,10.07,4.010000000000001,25.18,-8.309999999999999,16.87
AT,2023-10-01,B50,EUR_R_POP,0.6499999999999999,2.23,12.42,10.28,4.049999999999999,25.58,-8.47,17.11
AT,2024-01-01,B50,EUR_R_POP,0.6599999999999999,2.26,12.53,10.14,4.07,25.59,-8.32,17.27
AT,2024-04-01,B50,EUR_R_POP,0.6599999999999999,2.24,12.63,10.19,4.119999999999999,25.72,-8.33,17.39
AT,2024-07-01,B50,EUR_R_POP,0.6200000000000001,2.2800000000000002,12.73,9.73,4.340000000000001,25.36,-7.67,17.689999999999998
AT,2010-10-01,D10,EUR,190920.84,126159.66,92159.62,263001.55,239139.68,672241.67,-73058.45999999999,599183.21
AT,2011-01-01,D10,EUR,193716.55,126160.58000000002,91699.24,269772.68,246231.44,681349.05,-72214.02,609135.03
AT,2011-04-01,D10,EUR,193592.53999999998,126347.85,92216.27,261289.02,237407.71,673445.68,-72995.69,600449.99
AT,2011-07-01,D10,EUR,195391.08000000002,121097.96,92357.18,273028.74,248966.81,681874.96,-73036.41,608838.5499999999
AT,2011-10-01,D10,EUR,198580.53999999998,121280.48999999999,92547.7,273505.38,249406.1,685914.1099999999,-72598.17,613315.94
AT,2012-01-01,D10,EUR,204605.58,124505.12,92777,290338.43,265843.74,712226.1299999999,-72311.74,639914.3899999999
AT,2012-04-01,D10,EUR,206344.5,123520.88,93405.13,288650.29,264281.95999999996,711920.7999999999,-71947.23000000001,639973.5700000001
AT,2012-07-01,D10,EUR,208389.13,127050.95,91513.67,286301.11,262088.25,713254.86,-71810.85,641444.01
AT,2012-10-01,D10,EUR,210128.39,129637.22,92331,280174.12,256134.03,712270.73,-71068.43,641202.3
AT,2013-01-01,D10,EUR,212155.7,131204.6,92417.16,284216.73,260292.37,719994.1900000001,-70680.72,649313.4700000001
AT,2013-04-01,D10,EUR,213668.68,128916.98000000001,91481.36,288407.47,264340.58999999997,722474.49,-70995.65,651478.84
AT,2013-07-01,D10,EUR,215656.19,130976.96999999999,90840.87,290376.58,266276.87,727850.61,-71213.98999999999,656636.62
AT,2013-10-01,D10,EUR,229268.56,132585.51,91455.33,287192.25,263091.55,740501.65,-70176.84,670324.81
AT,2014-01-01,D10,EUR,229650.89,134098.01,90604.06,295774.78,271758.35000000003,750127.74,-69800.87,680326.87
AT,2014-04-01,D10,EUR,233993.22000000003,136033.02000000002,89234.74,306602.84,282066.43000000005,765863.8200000001,-70464.64,695399.18
AT,2014-07-01,D10,EUR,234209.94,136075.84999999998,88147.16,306097.22,281482.19999999995,764530.17,-70718.27,693811.8999999999
AT,2014-10-01,D10,EUR,243073.68,136110.44,90100.22,306602.98,281923.54,775887.32,-70002.79,705884.5299999999
AT,2015-01-01,D10,EUR,246348.55,140012.93,91222.94,319112.42,293604.23,796696.8399999999,-71121.22,725575.62
AT,2015-04-01,D10,EUR,247448.23,136154.03,92218.6,323083.76,297034.34,798904.62,-71571.79000000001,727332.83
AT,2015-07-01,D10,EUR,247439.49,131668.97999999998,92367.3,330794.58,304155.02,802270.3500000001,-72216.17,730054.1799999999
AT,2015-10-01,D10,EUR,252748.89,133812.63999999998,95172.27,343665.66,315982.64999999997,825399.46,-72764.88,752634.58
AT,2016-01-01,D10,EUR,257586.06,131757.43,96003.69,359223.8,330711.88,844570.98,-73728.94,770842.04
AT,2016-04-01,D10,EUR,258794.44,131091.05,97450.91,368299.01,339030.92,855635.41,-74684.35,780951.06
AT,2016-07-01,D10,EUR,257695.47999999998,133010.15000000002,99632.72,367400.88,337601.03,857739.23,-75417.86,782321.37
AT,2016-10-01,D10,EUR,262557.11,139348.51,102083.39,371097.43,340629.95,875086.4400000001,-77378.44,797708
AT,2017-01-01,D10,EUR,266936.25,140571.72,103130.48,379750.02,348632.27,890388.47,-77707.09,812681.38
AT,2017-04-01,D10,EUR,269900.63,140035.75,104915.83,392264.46,359691.19,907116.67,-79054.28,828062.39
AT,2017-07-01,D10,EUR,272540.47,141716.41,104402.72,393109.59,359548.57,911769.19,-80464.32999999999,831304.86
AT,2017-10-01,D10,EUR,287232.66000000003,144245.09000000003,105752.66,395438.52,360181.22000000003,932668.93,-79412.26000000001,853256.67
AT,2018-01-01,D10,EUR,289444.94,142054.68,106764.16,409618.6,372929.51,947882.38,-80235.31,867647.0700000001
AT,2018-04-01,D10,EUR,289703.96,142506.26,109496.08,410339.37,372662.39,952045.67,-80806.45000000001,871239.22
AT,2018-07-01,D10,EUR,291113.99,143665.64,107345.13,421432.84,381807.39,963557.6,-83138.39,880419.2100000001
AT,2018-10-01,D10,EUR,297086.4,137573.25,111072.26,419659.22,379089.88,965391.13,-83667.57,881723.56
AT,2019-01-01,D10,EUR,298343.87,145354.08,110702.41,427753.71,385832.53,982154.07,-84965.65,897188.42
AT,2019-04-01,D10,EUR,299826.93,148543.97,113115.33,435224.76,391739.53,996710.99,-86242.07,910468.9199999999
AT,2019-07-01,D10,EUR,295753.48,153107.76,112643.95,434891.26,390205.96,996396.45,-87435.54000000001,908960.9099999999
AT,2019-10-01,D10,EUR,293368.14,154395.28000000003,116130.05,440629.04,394317.82999999996,1004522.51,-87629.98,916892.53
AT,2020-01-01,D10,EUR,293516.61,140542.82,115157.95,449589.36,402690.82999999996,998806.74,-89739.93,909066.81
AT,2020-04-01,D10,EUR,297496.58,150153.32,118065.89,463527.76,415133.28,1029243.55,-90859.93,938383.6200000001
AT,2020-07-01,D10,EUR,300898.98,152303.95,118292.12,481197.89,430855.16000000003,1052692.94,-92554.69,960138.25
AT,2020-10-01,D10,EUR,318721.87,160104.67,123414.41,487721.62,435462.31,1089962.57,-93551.20999999999,996411.3600000001
AT,2021-01-01,D10,EUR,324490.74,165216.89,122560.34,507196.56,453442.3,1119464.53,-94847.28,1024617.25
AT,2021-04-01,D10,EUR,330731.53,170416.84,124893.79,521654.4,465873.32,1147696.56,-96694.4,1051002.1600000001
AT,2021-07-01,D10,EUR,340368.45,172707.12000000002,124447.09,535763.72,477964.17,1173286.3800000001,-98696.97,1074589.41
AT,2021-10-01,D10,EUR,361682.44,179550.41,127352.54,554584.33,495817.33999999997,1223169.72,-100041.78,1123127.94
AT,2022-01-01,D10,EUR,367187.26,174971.95,125782.66,584557.51,525094.77,1252499.38,-102126.01,1150373.3699999999
